                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0962      0.0486       0.513       6.461       5.023              
         2.2        0.03      0.0568      0.0961      0.0485       0.511       6.446       5.017              
         4.3        0.06      0.1136      0.0960      0.0484       0.510       6.431       5.008              
         6.5        0.09      0.1705      0.0957      0.0483       0.509       6.414       4.995              
         8.7        0.11      0.2271      0.0953      0.0481       0.507       6.391       4.974              
        10.9        0.14      0.2835      0.0947      0.0478       0.504       6.359       4.941              
        13.0        0.17      0.3390      0.0937      0.0475       0.501       6.314       4.890              
        15.2        0.20      0.3934      0.0923      0.0471       0.496       6.256       4.818              
        17.4        0.23      0.4455      0.0905      0.0466       0.491       6.192       4.726              
        19.5        0.26      0.4943      0.0884      0.0461       0.486       6.130       4.615              
        21.7        0.29      0.5395      0.0860      0.0457       0.482       6.070       4.488              
        23.9        0.32      0.5812      0.0833      0.0451       0.476       6.000       4.345              
        26.0        0.34      0.6197      0.0802      0.0445       0.469       5.915       4.187              
        28.2        0.37      0.6550      0.0769      0.0437       0.461       5.813       4.015              
        30.4        0.40      0.6868      0.0733      0.0428       0.452       5.693       3.828              
        32.6        0.43      0.7152      0.0695      0.0417       0.440       5.549       3.626              
        34.7        0.46      0.7404      0.0653      0.0405       0.427       5.377       3.410              
        36.9        0.49      0.7625      0.0609      0.0389       0.410       5.171       3.179              
        39.1        0.52      0.7813      0.0564      0.0372       0.392       4.945       2.942              
        41.2        0.54      0.7976      0.0517      0.0353       0.372       4.691       2.699              
        43.4        0.57      0.8118      0.0470      0.0332       0.350       4.407       2.452              
        45.6        0.60      0.8228      0.0421      0.0308       0.325       4.094       2.198              
        47.8        0.63      0.8288      0.0372      0.0283       0.298       3.758       1.941              
        49.9        0.66      0.8318      0.0322      0.0255       0.269       3.385       1.678              
        52.1        0.69      0.8306      0.0270      0.0224       0.236       2.974       1.411              
        54.3        0.72      0.8201      0.0218      0.0190       0.201       2.531       1.138              
        56.4        0.74      0.7935      0.0165      0.0155       0.163       2.056       0.860              
        58.6        0.77      0.7368      0.0110      0.0116       0.122       1.542       0.577              
        60.8        0.80      0.5945      0.0055      0.0075       0.079       0.995       0.290              
        62.9        0.83     -0.0026      0.0000      0.0040       0.042       0.527      -0.001              
                                                                                                              
                                                                                                              
                                                                                                              
