                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0950      0.0390       0.089       1.867       1.784              
         1.3        0.03      0.0682      0.0948      0.0399       0.091       1.907       1.782              
         2.6        0.06      0.1333      0.0946      0.0407       0.093       1.948       1.778              
         3.9        0.09      0.1953      0.0943      0.0415       0.095       1.988       1.772              
         5.2        0.11      0.2541      0.0939      0.0424       0.096       2.027       1.764              
         6.5        0.14      0.3099      0.0932      0.0431       0.098       2.062       1.751              
         7.8        0.17      0.3627      0.0922      0.0437       0.100       2.092       1.732              
         9.1        0.20      0.4124      0.0908      0.0442       0.101       2.114       1.706              
        10.4        0.23      0.4589      0.0890      0.0445       0.101       2.129       1.673              
        11.7        0.26      0.5023      0.0870      0.0447       0.102       2.138       1.634              
        13.0        0.29      0.5425      0.0846      0.0447       0.102       2.140       1.590              
        14.3        0.32      0.5796      0.0820      0.0446       0.102       2.134       1.540              
        15.6        0.34      0.6135      0.0790      0.0443       0.101       2.121       1.485              
        16.9        0.37      0.6442      0.0758      0.0439       0.100       2.100       1.425              
        18.2        0.40      0.6715      0.0724      0.0433       0.099       2.070       1.360              
        19.6        0.43      0.6955      0.0686      0.0424       0.097       2.030       1.289              
        20.9        0.46      0.7165      0.0646      0.0413       0.094       1.978       1.213              
        22.2        0.49      0.7343      0.0602      0.0400       0.091       1.912       1.131              
        23.5        0.52      0.7489      0.0557      0.0384       0.087       1.837       1.047              
        24.8        0.54      0.7607      0.0512      0.0367       0.083       1.754       0.962              
        26.1        0.57      0.7703      0.0465      0.0346       0.079       1.657       0.874              
        27.4        0.60      0.7773      0.0418      0.0324       0.074       1.548       0.785              
        28.7        0.63      0.7812      0.0369      0.0298       0.068       1.425       0.693              
        30.0        0.66      0.7821      0.0319      0.0269       0.061       1.287       0.599              
        31.3        0.69      0.7792      0.0268      0.0237       0.054       1.132       0.503              
        32.6        0.72      0.7681      0.0216      0.0201       0.046       0.964       0.406              
        33.9        0.75      0.7407      0.0163      0.0164       0.037       0.784       0.306              
        35.2        0.77      0.6828      0.0109      0.0124       0.028       0.592       0.205              
        36.5        0.80      0.5410      0.0055      0.0081       0.018       0.388       0.103              
        37.8        0.83     -0.0025      0.0000      0.0044       0.010       0.211       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
