                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1011      0.0947       7.989      50.353      21.106              
         4.3        0.03      0.0317      0.1010      0.0913       7.701      48.539      21.093              
         8.7        0.06      0.0659      0.1009      0.0877       7.398      46.628      21.070              
        13.0        0.09      0.1030      0.1008      0.0841       7.094      44.708      21.034              
        17.4        0.11      0.1435      0.1005      0.0803       6.772      42.678      20.983              
        21.7        0.14      0.1880      0.1002      0.0763       6.439      40.585      20.915              
        26.0        0.17      0.2368      0.0998      0.0724       6.108      38.496      20.830              
        30.4        0.20      0.2912      0.0993      0.0683       5.765      36.336      20.723              
        34.7        0.23      0.3515      0.0986      0.0643       5.424      34.183      20.587              
        39.1        0.26      0.4160      0.0971      0.0602       5.077      32.000      20.274              
        43.4        0.29      0.4834      0.0943      0.0559       4.714      29.712      19.689              
        47.7        0.32      0.5471      0.0911      0.0525       4.427      27.899      19.021              
        52.1        0.34      0.5967      0.0876      0.0505       4.258      26.839      18.295              
        56.4        0.37      0.6408      0.0839      0.0487       4.112      25.915      17.511              
        60.8        0.40      0.6805      0.0798      0.0470       3.968      25.011      16.665              
        65.1        0.43      0.7156      0.0755      0.0453       3.824      24.098      15.759              
        69.4        0.46      0.7458      0.0709      0.0436       3.675      23.160      14.798              
        73.8        0.49      0.7715      0.0660      0.0417       3.516      22.157      13.783              
        78.1        0.52      0.7941      0.0611      0.0397       3.347      21.092      12.756              
        82.5        0.54      0.8145      0.0561      0.0375       3.161      19.924      11.708              
        86.8        0.57      0.8329      0.0510      0.0351       2.957      18.634      10.637              
        91.2        0.60      0.8491      0.0457      0.0324       2.731      17.215       9.541              
        95.5        0.63      0.8624      0.0403      0.0295       2.487      15.674       8.422              
        99.8        0.66      0.8720      0.0349      0.0264       2.224      14.020       7.286              
       104.2        0.69      0.8771      0.0293      0.0230       1.938      12.212       6.118              
       108.5        0.72      0.8746      0.0236      0.0194       1.632      10.288       4.934              
       112.9        0.74      0.8588      0.0179      0.0155       1.308       8.246       3.733              
       117.2        0.77      0.8184      0.0120      0.0114       0.958       6.037       2.508              
       121.5        0.80      0.6998      0.0061      0.0069       0.585       3.690       1.264              
       125.9        0.83     -0.0053      0.0000      0.0034       0.290       1.830      -0.005              
                                                                                                              
                                                                                                              
                                                                                                              
