                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1054      0.0512       7.370      27.322      27.282              
         4.4        0.02      0.0438      0.1052      0.0510       7.342      27.218      27.245              
         8.9        0.04      0.0878      0.1046      0.0506       7.279      26.986      27.075              
        13.3        0.06      0.1320      0.1036      0.0500       7.199      26.689      26.830              
        17.7        0.08      0.1762      0.1025      0.0494       7.109      26.355      26.529              
        22.1        0.11      0.2204      0.1011      0.0487       7.009      25.987      26.174              
        26.6        0.13      0.2643      0.0995      0.0480       6.904      25.594      25.764              
        31.0        0.15      0.3067      0.0977      0.0473       6.815      25.265      25.293              
        35.4        0.17      0.3452      0.0957      0.0471       6.777      25.124      24.773              
        39.8        0.19      0.3822      0.0934      0.0467       6.719      24.909      24.176              
        44.3        0.21      0.4199      0.0901      0.0456       6.560      24.321      23.339              
        48.7        0.23      0.4539      0.0869      0.0447       6.434      23.853      22.493              
        53.1        0.25      0.4863      0.0834      0.0437       6.290      23.319      21.595              
        57.5        0.28      0.5176      0.0796      0.0425       6.111      22.655      20.613              
        62.0        0.30      0.5469      0.0756      0.0411       5.916      21.934      19.582              
        66.4        0.32      0.5760      0.0714      0.0395       5.682      21.065      18.486              
        70.8        0.34      0.6003      0.0672      0.0380       5.471      20.282      17.389              
        75.2        0.36      0.6211      0.0631      0.0367       5.276      19.561      16.332              
        79.7        0.38      0.6393      0.0589      0.0352       5.070      18.798      15.257              
        84.1        0.40      0.6549      0.0547      0.0337       4.846      17.965      14.151              
        88.5        0.42      0.6672      0.0501      0.0319       4.594      17.032      12.985              
        93.0        0.45      0.6749      0.0453      0.0299       4.309      15.974      11.732              
        97.4        0.47      0.6772      0.0402      0.0277       3.993      14.802      10.412              
       101.8        0.49      0.6703      0.0349      0.0254       3.657      13.559       9.031              
       106.2        0.51      0.6516      0.0294      0.0230       3.311      12.276       7.617              
       110.7        0.53      0.6178      0.0238      0.0205       2.944      10.914       6.164              
       115.1        0.55      0.5606      0.0181      0.0178       2.561       9.493       4.678              
       119.5        0.57      0.4660      0.0122      0.0150       2.155       7.991       3.152              
       123.9        0.59      0.2993      0.0061      0.0122       1.751       6.490       1.585              
       128.4        0.62     -0.0061     -0.0001      0.0096       1.382       5.124      -0.024              
                                                                                                              
                                                                                                              
                                                                                                              
