                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0907      0.0322       0.008       0.238       0.325              
         0.5        0.02      0.0586      0.0892      0.0324       0.008       0.239       0.320              
         1.0        0.04      0.1147      0.0875      0.0325       0.008       0.240       0.314              
         1.6        0.06      0.1681      0.0858      0.0326       0.008       0.241       0.307              
         2.1        0.09      0.2187      0.0839      0.0327       0.008       0.241       0.301              
         2.6        0.11      0.2666      0.0819      0.0327       0.008       0.242       0.293              
         3.1        0.13      0.3116      0.0798      0.0327       0.008       0.242       0.286              
         3.7        0.15      0.3538      0.0775      0.0327       0.008       0.241       0.278              
         4.2        0.17      0.3931      0.0752      0.0326       0.008       0.241       0.269              
         4.7        0.19      0.4296      0.0727      0.0324       0.008       0.239       0.260              
         5.2        0.21      0.4632      0.0700      0.0322       0.008       0.238       0.251              
         5.7        0.23      0.4939      0.0673      0.0319       0.007       0.236       0.241              
         6.3        0.26      0.5218      0.0644      0.0315       0.007       0.233       0.231              
         6.8        0.28      0.5468      0.0613      0.0310       0.007       0.229       0.220              
         7.3        0.30      0.5689      0.0581      0.0304       0.007       0.225       0.208              
         7.8        0.32      0.5883      0.0548      0.0298       0.007       0.220       0.196              
         8.4        0.34      0.6056      0.0514      0.0289       0.007       0.214       0.184              
         8.9        0.36      0.6203      0.0480      0.0280       0.007       0.207       0.172              
         9.4        0.38      0.6331      0.0444      0.0269       0.006       0.199       0.159              
         9.9        0.40      0.6434      0.0408      0.0256       0.006       0.189       0.146              
        10.4        0.43      0.6511      0.0370      0.0242       0.006       0.179       0.133              
        11.0        0.45      0.6557      0.0332      0.0227       0.005       0.167       0.119              
        11.5        0.47      0.6579      0.0293      0.0209       0.005       0.154       0.105              
        12.0        0.49      0.6550      0.0253      0.0189       0.004       0.140       0.091              
        12.5        0.51      0.6436      0.0213      0.0169       0.004       0.125       0.076              
        13.1        0.53      0.6200      0.0172      0.0147       0.003       0.109       0.062              
        13.6        0.55      0.5771      0.0130      0.0125       0.003       0.092       0.047              
        14.1        0.57      0.4989      0.0087      0.0101       0.002       0.074       0.031              
        14.6        0.60      0.3432      0.0044      0.0076       0.002       0.056       0.016              
        15.1        0.62     -0.0048      0.0000      0.0053       0.001       0.039       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
