                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1076      0.0533       5.270      22.143      21.687              
         3.9        0.02      0.0440      0.1064      0.0513       5.069      21.300      21.454              
         7.8        0.04      0.0907      0.1051      0.0491       4.857      20.408      21.178              
        11.7        0.06      0.1398      0.1035      0.0471       4.656      19.562      20.861              
        15.6        0.08      0.1906      0.1016      0.0452       4.472      18.790      20.486              
        19.5        0.11      0.2412      0.0994      0.0437       4.318      18.142      20.031              
        23.4        0.13      0.2917      0.0969      0.0422       4.177      17.552      19.524              
        27.3        0.15      0.3418      0.0941      0.0408       4.039      16.972      18.964              
        31.2        0.17      0.3867      0.0910      0.0399       3.945      16.576      18.336              
        35.1        0.19      0.4333      0.0873      0.0385       3.804      15.982      17.607              
        39.0        0.21      0.4740      0.0840      0.0376       3.717      15.617      16.938              
        42.9        0.23      0.5128      0.0805      0.0366       3.622      15.219      16.236              
        46.8        0.25      0.5487      0.0769      0.0357       3.526      14.817      15.505              
        50.7        0.28      0.5837      0.0731      0.0345       3.412      14.336      14.730              
        54.6        0.30      0.6202      0.0690      0.0330       3.266      13.722      13.910              
        58.5        0.32      0.6538      0.0648      0.0315       3.119      13.105      13.071              
        62.4        0.34      0.6855      0.0606      0.0300       2.964      12.453      12.210              
        66.3        0.36      0.7128      0.0563      0.0285       2.817      11.837      11.359              
        70.2        0.38      0.7370      0.0522      0.0270       2.672      11.229      10.521              
        74.1        0.40      0.7580      0.0480      0.0255       2.521      10.593       9.670              
        78.0        0.42      0.7756      0.0437      0.0239       2.360       9.917       8.801              
        81.9        0.45      0.7893      0.0392      0.0221       2.189       9.196       7.909              
        85.8        0.47      0.7989      0.0347      0.0203       2.005       8.424       7.000              
        89.7        0.49      0.8027      0.0301      0.0183       1.808       7.597       6.067              
        93.6        0.51      0.7981      0.0254      0.0162       1.601       6.728       5.120              
        97.5        0.53      0.7763      0.0205      0.0140       1.387       5.826       4.140              
       101.4        0.55      0.7304      0.0156      0.0118       1.163       4.886       3.141              
       105.3        0.57      0.6404      0.0105      0.0094       0.928       3.901       2.117              
       109.2        0.59      0.4514      0.0053      0.0070       0.689       2.895       1.068              
       113.1        0.61     -0.0079     -0.0001      0.0046       0.459       1.928      -0.012              
                                                                                                              
                                                                                                              
                                                                                                              
