                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0912      0.0311       0.114       1.435       2.043              
         1.3        0.02      0.0610      0.0897      0.0313       0.115       1.444       2.008              
         2.6        0.04      0.1192      0.0880      0.0314       0.115       1.451       1.971              
         3.9        0.06      0.1746      0.0863      0.0315       0.116       1.456       1.932              
         5.2        0.09      0.2271      0.0844      0.0316       0.116       1.460       1.890              
         6.5        0.11      0.2769      0.0824      0.0317       0.116       1.461       1.845              
         7.8        0.13      0.3239      0.0803      0.0316       0.116       1.461       1.798              
         9.1        0.15      0.3681      0.0780      0.0316       0.116       1.458       1.748              
        10.4        0.17      0.4096      0.0757      0.0314       0.115       1.451       1.695              
        11.7        0.19      0.4485      0.0732      0.0312       0.114       1.442       1.639              
        13.0        0.21      0.4847      0.0705      0.0310       0.113       1.429       1.580              
        14.4        0.23      0.5182      0.0678      0.0306       0.112       1.413       1.518              
        15.7        0.26      0.5489      0.0648      0.0302       0.110       1.393       1.452              
        17.0        0.28      0.5768      0.0618      0.0296       0.109       1.368       1.384              
        18.3        0.30      0.6023      0.0585      0.0290       0.106       1.337       1.311              
        19.6        0.32      0.6252      0.0552      0.0282       0.103       1.301       1.236              
        20.9        0.34      0.6457      0.0518      0.0273       0.100       1.261       1.160              
        22.2        0.36      0.6637      0.0483      0.0263       0.096       1.216       1.082              
        23.5        0.38      0.6785      0.0448      0.0253       0.093       1.166       1.002              
        24.8        0.40      0.6900      0.0411      0.0241       0.088       1.112       0.921              
        26.1        0.43      0.6990      0.0374      0.0227       0.083       1.050       0.837              
        27.4        0.45      0.7048      0.0335      0.0213       0.078       0.981       0.751              
        28.7        0.47      0.7071      0.0296      0.0196       0.072       0.905       0.663              
        30.0        0.49      0.7037      0.0256      0.0178       0.065       0.822       0.573              
        31.3        0.51      0.6909      0.0215      0.0159       0.058       0.734       0.482              
        32.6        0.53      0.6653      0.0173      0.0139       0.051       0.640       0.388              
        33.9        0.55      0.6191      0.0131      0.0117       0.043       0.540       0.293              
        35.2        0.57      0.5347      0.0088      0.0094       0.035       0.436       0.197              
        36.5        0.60      0.3678      0.0044      0.0071       0.026       0.330       0.099              
        37.8        0.62     -0.0047      0.0000      0.0049       0.018       0.227      -0.001              
                                                                                                              
                                                                                                              
                                                                                                              
