                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1079      0.0503       6.041      23.795      24.736              
         4.2        0.02      0.0456      0.1072      0.0499       5.989      23.591      24.597              
         8.3        0.04      0.0913      0.1064      0.0494       5.925      23.339      24.392              
        12.5        0.06      0.1372      0.1051      0.0487       5.849      23.039      24.116              
        16.6        0.08      0.1824      0.1036      0.0482       5.782      22.777      23.768              
        20.8        0.11      0.2266      0.1019      0.0477       5.720      22.531      23.376              
        25.0        0.13      0.2695      0.1000      0.0472       5.665      22.315      22.943              
        29.1        0.15      0.3122      0.0980      0.0465       5.586      22.004      22.465              
        33.3        0.17      0.3550      0.0956      0.0457       5.483      21.599      21.934              
        37.4        0.19      0.3969      0.0931      0.0447       5.368      21.143      21.344              
        41.6        0.21      0.4374      0.0901      0.0437       5.240      20.641      20.663              
        45.8        0.23      0.4753      0.0866      0.0425       5.095      20.071      19.851              
        49.9        0.25      0.5122      0.0827      0.0411       4.931      19.425      18.977              
        54.1        0.28      0.5478      0.0786      0.0395       4.746      18.694      18.032              
        58.2        0.30      0.5819      0.0743      0.0379       4.549      17.917      17.046              
        62.4        0.32      0.6136      0.0700      0.0363       4.351      17.138      16.046              
        66.5        0.34      0.6413      0.0656      0.0347       4.164      16.404      15.049              
        70.7        0.36      0.6664      0.0612      0.0331       3.974      15.654      14.046              
        74.9        0.38      0.6895      0.0568      0.0314       3.771      14.856      13.025              
        79.0        0.40      0.7105      0.0522      0.0296       3.553      13.996      11.979              
        83.2        0.42      0.7288      0.0476      0.0277       3.326      13.100      10.926              
        87.3        0.45      0.7438      0.0430      0.0257       3.088      12.162       9.860              
        91.5        0.47      0.7542      0.0382      0.0236       2.832      11.156       8.754              
        95.7        0.49      0.7520      0.0332      0.0215       2.581      10.166       7.608              
        99.8        0.51      0.7361      0.0280      0.0194       2.325       9.160       6.430              
       104.0        0.53      0.7021      0.0228      0.0172       2.061       8.117       5.218              
       108.1        0.55      0.6491      0.0173      0.0147       1.762       6.941       3.966              
       112.3        0.57      0.5545      0.0117      0.0120       1.444       5.687       2.674              
       116.5        0.59      0.3734      0.0059      0.0093       1.120       4.411       1.347              
       120.6        0.61     -0.0052     -0.0001      0.0068       0.817       3.219      -0.013              
                                                                                                              
                                                                                                              
                                                                                                              
