                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0927      0.0333       0.334       3.011       4.070              
         1.8        0.02      0.0585      0.0911      0.0331       0.333       2.997       4.000              
         3.7        0.04      0.1155      0.0894      0.0329       0.331       2.981       3.926              
         5.5        0.06      0.1707      0.0876      0.0328       0.329       2.964       3.847              
         7.3        0.09      0.2241      0.0857      0.0325       0.327       2.945       3.762              
         9.1        0.11      0.2753      0.0836      0.0323       0.325       2.924       3.672              
        11.0        0.13      0.3244      0.0815      0.0321       0.322       2.901       3.576              
        12.8        0.15      0.3710      0.0792      0.0318       0.319       2.875       3.475              
        14.6        0.17      0.4152      0.0767      0.0314       0.316       2.845       3.368              
        16.4        0.19      0.4569      0.0741      0.0311       0.312       2.811       3.255              
        18.3        0.21      0.4961      0.0714      0.0306       0.308       2.772       3.136              
        20.1        0.23      0.5326      0.0686      0.0301       0.303       2.728       3.011              
        21.9        0.26      0.5661      0.0656      0.0296       0.297       2.678       2.881              
        23.7        0.28      0.5968      0.0625      0.0290       0.291       2.620       2.743              
        25.6        0.30      0.6248      0.0592      0.0282       0.284       2.553       2.599              
        27.4        0.32      0.6503      0.0558      0.0274       0.275       2.479       2.451              
        29.2        0.34      0.6734      0.0524      0.0265       0.266       2.396       2.299              
        31.0        0.36      0.6942      0.0488      0.0254       0.256       2.302       2.144              
        32.9        0.38      0.7111      0.0452      0.0243       0.245       2.203       1.985              
        34.7        0.40      0.7247      0.0415      0.0232       0.233       2.095       1.822              
        36.5        0.43      0.7355      0.0377      0.0218       0.219       1.974       1.656              
        38.4        0.45      0.7430      0.0338      0.0204       0.205       1.842       1.486              
        40.2        0.47      0.7471      0.0299      0.0187       0.188       1.694       1.312              
        42.0        0.49      0.7447      0.0258      0.0170       0.171       1.536       1.134              
        43.8        0.51      0.7324      0.0217      0.0151       0.152       1.369       0.953              
        45.7        0.53      0.7069      0.0175      0.0132       0.132       1.191       0.768              
        47.5        0.55      0.6609      0.0132      0.0111       0.111       1.000       0.580              
        49.3        0.57      0.5752      0.0089      0.0088       0.089       0.801       0.389              
        51.1        0.60      0.4008      0.0044      0.0066       0.066       0.598       0.195              
        53.0        0.62     -0.0053      0.0000      0.0045       0.045       0.403      -0.002              
                                                                                                              
                                                                                                              
                                                                                                              
