                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1042      0.0444       3.566      16.055      18.298              
         3.6        0.02      0.0515      0.1023      0.0422       3.393      15.273      17.969              
         7.3        0.04      0.1049      0.1003      0.0406       3.268      14.711      17.618              
        10.9        0.06      0.1579      0.0982      0.0397       3.188      14.351      17.246              
        14.6        0.09      0.2102      0.0959      0.0388       3.119      14.042      16.848              
        18.2        0.11      0.2616      0.0935      0.0380       3.054      13.749      16.422              
        21.9        0.13      0.3117      0.0909      0.0372       2.991      13.463      15.970              
        25.5        0.15      0.3604      0.0883      0.0364       2.928      13.182      15.497              
        29.2        0.17      0.4074      0.0854      0.0356       2.865      12.898      14.996              
        32.8        0.19      0.4521      0.0824      0.0349       2.803      12.619      14.473              
        36.5        0.21      0.4944      0.0793      0.0341       2.742      12.345      13.933              
        40.1        0.23      0.5339      0.0761      0.0333       2.680      12.064      13.370              
        43.8        0.26      0.5709      0.0728      0.0325       2.614      11.769      12.782              
        47.4        0.28      0.6052      0.0693      0.0316       2.543      11.449      12.169              
        51.1        0.30      0.6369      0.0657      0.0307       2.466      11.101      11.530              
        54.7        0.32      0.6661      0.0619      0.0296       2.383      10.729      10.878              
        58.4        0.34      0.6933      0.0581      0.0285       2.292      10.319      10.209              
        62.0        0.36      0.7184      0.0542      0.0273       2.192       9.869       9.522              
        65.7        0.38      0.7414      0.0502      0.0259       2.084       9.381       8.822              
        69.3        0.40      0.7620      0.0462      0.0245       1.967       8.853       8.106              
        73.0        0.43      0.7796      0.0420      0.0229       1.841       8.286       7.374              
        76.6        0.45      0.7939      0.0377      0.0212       1.705       7.676       6.625              
        80.3        0.47      0.8042      0.0334      0.0194       1.559       7.018       5.857              
        83.9        0.49      0.8092      0.0289      0.0174       1.403       6.314       5.072              
        87.6        0.51      0.8060      0.0243      0.0154       1.237       5.570       4.270              
        91.2        0.53      0.7900      0.0196      0.0132       1.062       4.782       3.450              
        94.9        0.55      0.7527      0.0149      0.0109       0.877       3.950       2.611              
        98.5        0.57      0.6711      0.0100      0.0085       0.687       3.094       1.756              
       102.2        0.60      0.4860      0.0050      0.0062       0.495       2.227       0.883              
       105.8        0.62     -0.0087     -0.0001      0.0039       0.315       1.417      -0.010              
                                                                                                              
                                                                                                              
                                                                                                              
