                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0917      0.0310       0.196       2.062       2.957              
         1.6        0.02      0.0615      0.0901      0.0312       0.197       2.073       2.907              
         3.1        0.04      0.1203      0.0885      0.0313       0.198       2.080       2.854              
         4.7        0.06      0.1763      0.0867      0.0314       0.199       2.086       2.797              
         6.3        0.09      0.2297      0.0848      0.0314       0.199       2.088       2.736              
         7.8        0.11      0.2804      0.0828      0.0314       0.199       2.088       2.671              
         9.4        0.13      0.3284      0.0807      0.0314       0.198       2.084       2.602              
        11.0        0.15      0.3738      0.0784      0.0312       0.198       2.077       2.530              
        12.5        0.17      0.4165      0.0760      0.0311       0.197       2.066       2.453              
        14.1        0.19      0.4566      0.0735      0.0308       0.195       2.050       2.372              
        15.7        0.21      0.4942      0.0709      0.0305       0.193       2.028       2.286              
        17.2        0.23      0.5292      0.0681      0.0301       0.191       2.002       2.196              
        18.8        0.26      0.5614      0.0652      0.0296       0.188       1.970       2.102              
        20.3        0.28      0.5910      0.0621      0.0291       0.184       1.931       2.002              
        21.9        0.30      0.6180      0.0588      0.0283       0.179       1.884       1.897              
        23.5        0.32      0.6426      0.0555      0.0275       0.174       1.831       1.789              
        25.0        0.34      0.6650      0.0521      0.0266       0.169       1.771       1.679              
        26.6        0.36      0.6848      0.0485      0.0256       0.162       1.704       1.565              
        28.2        0.38      0.7004      0.0449      0.0246       0.155       1.633       1.449              
        29.7        0.40      0.7127      0.0413      0.0234       0.148       1.555       1.331              
        31.3        0.43      0.7223      0.0375      0.0221       0.140       1.468       1.209              
        32.9        0.45      0.7286      0.0336      0.0206       0.131       1.371       1.085              
        34.4        0.47      0.7314      0.0297      0.0190       0.120       1.264       0.958              
        36.0        0.49      0.7278      0.0257      0.0173       0.109       1.148       0.829              
        37.6        0.51      0.7146      0.0216      0.0154       0.098       1.026       0.697              
        39.1        0.53      0.6884      0.0174      0.0135       0.085       0.895       0.562              
        40.7        0.55      0.6416      0.0132      0.0114       0.072       0.755       0.425              
        42.3        0.57      0.5562      0.0089      0.0092       0.058       0.609       0.286              
        43.8        0.60      0.3826      0.0044      0.0069       0.044       0.458       0.143              
        45.4        0.62      0.0061      0.0000      0.0048       0.030       0.316       0.002              
                                                                                                              
                                                                                                              
                                                                                                              
