                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0910      0.0318       0.060       0.940       1.304              
         1.0        0.02      0.0595      0.0894      0.0320       0.060       0.945       1.282              
         2.1        0.04      0.1164      0.0878      0.0321       0.060       0.949       1.258              
         3.1        0.06      0.1705      0.0860      0.0322       0.060       0.952       1.233              
         4.2        0.09      0.2219      0.0841      0.0323       0.061       0.954       1.206              
         5.2        0.11      0.2705      0.0821      0.0323       0.061       0.955       1.177              
         6.3        0.13      0.3163      0.0800      0.0323       0.061       0.955       1.147              
         7.3        0.15      0.3593      0.0778      0.0323       0.061       0.953       1.115              
         8.4        0.17      0.3995      0.0754      0.0322       0.060       0.950       1.081              
         9.4        0.19      0.4369      0.0729      0.0320       0.060       0.945       1.045              
        10.4        0.21      0.4715      0.0703      0.0317       0.060       0.938       1.007              
        11.5        0.23      0.5033      0.0675      0.0314       0.059       0.929       0.968              
        12.5        0.26      0.5322      0.0646      0.0310       0.058       0.917       0.926              
        13.6        0.28      0.5584      0.0616      0.0305       0.057       0.902       0.882              
        14.6        0.30      0.5818      0.0583      0.0299       0.056       0.883       0.836              
        15.7        0.32      0.6026      0.0550      0.0292       0.055       0.862       0.789              
        16.7        0.34      0.6211      0.0517      0.0283       0.053       0.837       0.740              
        17.8        0.36      0.6372      0.0482      0.0274       0.051       0.809       0.691              
        18.8        0.38      0.6507      0.0446      0.0263       0.049       0.777       0.640              
        19.8        0.40      0.6616      0.0410      0.0251       0.047       0.740       0.587              
        20.9        0.43      0.6699      0.0372      0.0237       0.044       0.699       0.534              
        21.9        0.45      0.6751      0.0334      0.0221       0.042       0.654       0.479              
        23.0        0.47      0.6774      0.0295      0.0204       0.038       0.602       0.423              
        24.0        0.49      0.6745      0.0255      0.0185       0.035       0.547       0.365              
        25.1        0.51      0.6625      0.0214      0.0165       0.031       0.487       0.307              
        26.1        0.53      0.6382      0.0172      0.0144       0.027       0.425       0.247              
        27.2        0.55      0.5939      0.0130      0.0121       0.023       0.359       0.187              
        28.2        0.57      0.5134      0.0088      0.0098       0.018       0.290       0.126              
        29.2        0.60      0.3514      0.0044      0.0074       0.014       0.219       0.063              
        30.3        0.62     -0.0038      0.0000      0.0051       0.010       0.152       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
