                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0952      0.0376       0.804       5.628       6.908              
         2.3        0.02      0.0539      0.0935      0.0369       0.788       5.519       6.788              
         4.7        0.04      0.1078      0.0918      0.0362       0.773       5.414       6.660              
         7.0        0.06      0.1614      0.0899      0.0355       0.759       5.312       6.521              
         9.4        0.09      0.2143      0.0878      0.0349       0.745       5.214       6.375              
        11.7        0.11      0.2661      0.0857      0.0342       0.731       5.120       6.218              
        14.1        0.13      0.3165      0.0834      0.0336       0.718       5.027       6.052              
        16.4        0.15      0.3651      0.0810      0.0330       0.705       4.936       5.876              
        18.8        0.17      0.4117      0.0784      0.0324       0.692       4.846       5.691              
        21.1        0.19      0.4559      0.0757      0.0318       0.679       4.755       5.496              
        23.5        0.21      0.4975      0.0729      0.0312       0.665       4.660       5.291              
        25.8        0.23      0.5364      0.0700      0.0305       0.651       4.562       5.076              
        28.2        0.26      0.5723      0.0669      0.0298       0.637       4.458       4.852              
        30.5        0.28      0.6051      0.0636      0.0291       0.621       4.347       4.617              
        32.9        0.30      0.6348      0.0603      0.0283       0.603       4.225       4.372              
        35.2        0.32      0.6618      0.0568      0.0274       0.585       4.096       4.124              
        37.5        0.34      0.6865      0.0533      0.0264       0.564       3.952       3.869              
        39.9        0.36      0.7088      0.0497      0.0253       0.541       3.791       3.607              
        42.2        0.38      0.7282      0.0460      0.0242       0.516       3.616       3.339              
        44.6        0.40      0.7442      0.0423      0.0229       0.490       3.431       3.067              
        46.9        0.43      0.7574      0.0384      0.0216       0.460       3.224       2.786              
        49.3        0.45      0.7673      0.0344      0.0200       0.428       2.998       2.500              
        51.6        0.47      0.7739      0.0304      0.0184       0.393       2.750       2.207              
        54.0        0.49      0.7743      0.0263      0.0166       0.355       2.484       1.909              
        56.3        0.51      0.7643      0.0221      0.0148       0.315       2.207       1.604              
        58.7        0.53      0.7409      0.0178      0.0128       0.273       1.913       1.294              
        61.0        0.55      0.6976      0.0135      0.0107       0.228       1.596       0.977              
        63.4        0.57      0.6146      0.0090      0.0084       0.180       1.262       0.656              
        65.7        0.60      0.4376      0.0045      0.0062       0.132       0.923       0.329              
        68.1        0.62     -0.0057      0.0000      0.0040       0.086       0.601      -0.003              
                                                                                                              
                                                                                                              
                                                                                                              
