                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0907      0.0322       0.026       0.536       0.731              
         0.8        0.02      0.0587      0.0891      0.0324       0.026       0.538       0.719              
         1.6        0.04      0.1148      0.0875      0.0325       0.026       0.540       0.705              
         2.4        0.06      0.1682      0.0857      0.0326       0.026       0.542       0.691              
         3.1        0.09      0.2188      0.0838      0.0327       0.026       0.543       0.676              
         3.9        0.11      0.2667      0.0819      0.0327       0.026       0.544       0.660              
         4.7        0.13      0.3118      0.0797      0.0327       0.026       0.544       0.643              
         5.5        0.15      0.3540      0.0775      0.0327       0.026       0.543       0.625              
         6.3        0.17      0.3933      0.0751      0.0326       0.026       0.542       0.606              
         7.1        0.19      0.4298      0.0726      0.0324       0.026       0.539       0.586              
         7.8        0.21      0.4634      0.0700      0.0322       0.025       0.535       0.565              
         8.6        0.23      0.4941      0.0673      0.0319       0.025       0.531       0.542              
         9.4        0.26      0.5220      0.0644      0.0316       0.025       0.524       0.519              
        10.2        0.28      0.5469      0.0613      0.0311       0.025       0.516       0.494              
        11.0        0.30      0.5691      0.0581      0.0305       0.024       0.507       0.469              
        11.8        0.32      0.5885      0.0548      0.0298       0.024       0.495       0.442              
        12.6        0.34      0.6058      0.0515      0.0290       0.023       0.482       0.415              
        13.3        0.36      0.6206      0.0480      0.0281       0.022       0.466       0.387              
        14.1        0.38      0.6334      0.0445      0.0270       0.021       0.448       0.359              
        14.9        0.41      0.6437      0.0409      0.0257       0.020       0.427       0.329              
        15.7        0.43      0.6514      0.0371      0.0243       0.019       0.404       0.299              
        16.5        0.45      0.6560      0.0333      0.0227       0.018       0.377       0.268              
        17.3        0.47      0.6582      0.0294      0.0209       0.017       0.348       0.237              
        18.0        0.49      0.6552      0.0253      0.0190       0.015       0.315       0.204              
        18.8        0.51      0.6436      0.0213      0.0169       0.013       0.281       0.171              
        19.6        0.53      0.6195      0.0171      0.0147       0.012       0.245       0.138              
        20.4        0.55      0.5760      0.0129      0.0124       0.010       0.207       0.104              
        21.2        0.58      0.4972      0.0087      0.0100       0.008       0.167       0.070              
        22.0        0.60      0.3413      0.0043      0.0076       0.006       0.126       0.035              
        22.7        0.62     -0.0022      0.0000      0.0053       0.004       0.088       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
