                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0935      0.0329       8.195      86.087      56.989              
         3.6        0.02      0.0650      0.0933      0.0336       8.387      88.101      56.852              
         7.2        0.05      0.1269      0.0924      0.0341       8.512      89.409      56.310              
        10.8        0.07      0.1859      0.0909      0.0344       8.571      90.032      55.401              
        14.4        0.09      0.2422      0.0892      0.0345       8.606      90.400      54.354              
        18.0        0.12      0.2958      0.0873      0.0346       8.619      90.534      53.190              
        21.6        0.14      0.3469      0.0852      0.0345       8.608      90.416      51.910              
        25.2        0.16      0.3955      0.0829      0.0344       8.576      90.084      50.539              
        28.8        0.19      0.4417      0.0805      0.0342       8.523      89.526      49.077              
        32.4        0.21      0.4855      0.0780      0.0339       8.446      88.714      47.519              
        36.0        0.23      0.5269      0.0753      0.0335       8.346      87.667      45.863              
        39.5        0.26      0.5656      0.0724      0.0330       8.223      86.375      44.101              
        43.1        0.28      0.6019      0.0693      0.0324       8.069      84.761      42.211              
        46.7        0.30      0.6353      0.0660      0.0316       7.887      82.848      40.199              
        50.3        0.33      0.6665      0.0625      0.0308       7.670      80.570      38.087              
        53.9        0.35      0.6957      0.0589      0.0298       7.425      77.997      35.920              
        57.5        0.37      0.7225      0.0553      0.0287       7.156      75.165      33.700              
        61.1        0.40      0.7468      0.0516      0.0275       6.858      72.043      31.424              
        64.7        0.42      0.7692      0.0477      0.0262       6.527      68.563      29.094              
        68.3        0.45      0.7895      0.0438      0.0247       6.163      64.739      26.712              
        71.9        0.47      0.8073      0.0398      0.0231       5.765      60.560      24.272              
        75.5        0.49      0.8219      0.0357      0.0214       5.334      56.031      21.776              
        79.1        0.52      0.8328      0.0315      0.0195       4.870      51.153      19.226              
        82.7        0.54      0.8389      0.0273      0.0175       4.373      45.935      16.636              
        86.3        0.56      0.8386      0.0229      0.0154       3.837      40.302      13.983              
        89.9        0.59      0.8299      0.0185      0.0131       3.265      34.294      11.304              
        93.5        0.61      0.8068      0.0140      0.0106       2.641      27.745       8.548              
        97.1        0.63      0.7514      0.0094      0.0079       1.976      20.758       5.736              
       100.7        0.66      0.5941      0.0047      0.0052       1.302      13.674       2.881              
       104.3        0.68     -0.0113     -0.0001      0.0033       0.819       8.601      -0.033              
                                                                                                              
                                                                                                              
                                                                                                              
