                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0883      0.0355       0.328      10.332       5.980              
         1.2        0.02      0.0584      0.0870      0.0349       0.322      10.156       5.891              
         2.4        0.05      0.1166      0.0855      0.0344       0.317      10.003       5.793              
         3.6        0.07      0.1739      0.0840      0.0339       0.313       9.871       5.685              
         4.8        0.09      0.2298      0.0822      0.0335       0.310       9.754       5.568              
         6.0        0.12      0.2840      0.0803      0.0331       0.306       9.641       5.441              
         7.2        0.14      0.3363      0.0783      0.0327       0.302       9.528       5.304              
         8.4        0.16      0.3862      0.0762      0.0323       0.299       9.413       5.159              
         9.6        0.19      0.4337      0.0739      0.0319       0.295       9.293       5.005              
        10.8        0.21      0.4786      0.0715      0.0315       0.291       9.162       4.840              
        12.0        0.23      0.5207      0.0689      0.0310       0.286       9.021       4.666              
        13.2        0.26      0.5598      0.0662      0.0305       0.281       8.862       4.480              
        14.4        0.28      0.5957      0.0632      0.0298       0.276       8.682       4.282              
        15.6        0.30      0.6281      0.0601      0.0292       0.269       8.484       4.072              
        16.8        0.33      0.6568      0.0569      0.0284       0.263       8.274       3.856              
        18.0        0.35      0.6826      0.0537      0.0276       0.255       8.040       3.635              
        19.2        0.37      0.7060      0.0503      0.0267       0.247       7.774       3.408              
        20.4        0.40      0.7270      0.0469      0.0257       0.237       7.474       3.175              
        21.6        0.42      0.7457      0.0434      0.0245       0.226       7.137       2.937              
        22.8        0.45      0.7604      0.0398      0.0233       0.215       6.778       2.695              
        24.0        0.47      0.7714      0.0361      0.0219       0.203       6.386       2.447              
        25.2        0.49      0.7797      0.0324      0.0204       0.189       5.946       2.193              
        26.4        0.52      0.7847      0.0286      0.0188       0.173       5.460       1.934              
        27.6        0.54      0.7848      0.0247      0.0169       0.156       4.930       1.671              
        28.7        0.56      0.7761      0.0207      0.0150       0.139       4.369       1.403              
        29.9        0.59      0.7552      0.0167      0.0130       0.120       3.770       1.131              
        31.1        0.61      0.7164      0.0126      0.0107       0.099       3.121       0.854              
        32.3        0.63      0.6412      0.0085      0.0083       0.077       2.428       0.573              
        33.5        0.66      0.4704      0.0042      0.0059       0.055       1.721       0.287              
        34.7        0.68     -0.0067      0.0000      0.0039       0.036       1.138      -0.003              
                                                                                                              
                                                                                                              
                                                                                                              
