                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1915      0.2503       9.224      72.667      22.538              
         4.0        0.03      0.0273      0.1912      0.2398       8.837      69.617      22.502              
         8.0        0.07      0.0571      0.1908      0.2291       8.441      66.501      22.453              
        12.1        0.10      0.0898      0.1902      0.2178       8.027      63.237      22.383              
        16.1        0.14      0.1258      0.1894      0.2063       7.602      59.893      22.291              
        20.1        0.17      0.1659      0.1884      0.1945       7.169      56.477      22.172              
        24.1        0.21      0.2112      0.1871      0.1821       6.712      52.877      22.018              
        28.2        0.24      0.2621      0.1855      0.1697       6.254      49.270      21.825              
        32.2        0.27      0.3197      0.1830      0.1569       5.782      45.549      21.534              
        36.2        0.31      0.3832      0.1793      0.1443       5.317      41.888      21.095              
        40.2        0.34      0.4519      0.1743      0.1322       4.871      38.376      20.514              
        44.3        0.38      0.5195      0.1684      0.1222       4.504      35.480      19.821              
        48.3        0.41      0.5804      0.1610      0.1141       4.203      33.109      18.943              
        52.3        0.45      0.6290      0.1524      0.1079       3.976      31.326      17.930              
        56.3        0.48      0.6634      0.1443      0.1043       3.845      30.290      16.979              
        60.4        0.51      0.6933      0.1361      0.1009       3.718      29.294      16.015              
        64.4        0.55      0.7210      0.1277      0.0971       3.578      28.187      15.027              
        68.4        0.58      0.7467      0.1191      0.0929       3.424      26.972      14.014              
        72.4        0.62      0.7703      0.1103      0.0883       3.254      25.634      12.976              
        76.5        0.65      0.7920      0.1012      0.0832       3.067      24.160      11.913              
        80.5        0.69      0.8117      0.0920      0.0777       2.862      22.550      10.825              
        84.5        0.72      0.8288      0.0825      0.0717       2.641      20.806       9.714              
        88.5        0.75      0.8426      0.0729      0.0652       2.404      18.937       8.580              
        92.5        0.79      0.8509      0.0631      0.0584       2.152      16.955       7.420              
        96.6        0.82      0.8519      0.0530      0.0511       1.885      14.849       6.235              
       100.6        0.86      0.8386      0.0427      0.0436       1.608      12.664       5.025              
       104.6        0.89      0.7951      0.0323      0.0362       1.333      10.499       3.798              
       108.6        0.93      0.6970      0.0217      0.0288       1.061       8.359       2.553              
       112.7        0.96      0.4927      0.0109      0.0213       0.784       6.180       1.286              
       116.7        0.99     -0.0036      0.0000      0.0136       0.500       3.940      -0.006              
                                                                                                              
                                                                                                              
                                                                                                              
