                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1943      0.2810      14.744     103.249      28.937              
         4.5        0.03      0.0247      0.1940      0.2687      14.099      98.733      28.887              
         9.1        0.07      0.0518      0.1934      0.2559      13.425      94.010      28.811              
        13.6        0.10      0.0817      0.1928      0.2426      12.726      89.117      28.709              
        18.1        0.14      0.1150      0.1919      0.2287      12.000      84.035      28.576              
        22.6        0.17      0.1524      0.1907      0.2144      11.251      78.791      28.407              
        27.2        0.21      0.1949      0.1893      0.1998      10.483      73.412      28.195              
        31.7        0.24      0.2434      0.1876      0.1849       9.701      67.934      27.937              
        36.2        0.27      0.2995      0.1855      0.1698       8.909      62.389      27.620              
        40.8        0.31      0.3632      0.1823      0.1549       8.125      56.900      27.153              
        45.3        0.34      0.4337      0.1775      0.1403       7.362      51.552      26.437              
        49.8        0.38      0.5079      0.1715      0.1273       6.679      46.773      25.540              
        54.3        0.41      0.5735      0.1640      0.1176       6.173      43.225      24.428              
        58.9        0.45      0.6252      0.1552      0.1106       5.804      40.646      23.115              
        63.4        0.48      0.6613      0.1469      0.1066       5.593      39.167      21.880              
        67.9        0.51      0.6916      0.1386      0.1030       5.405      37.848      20.637              
        72.5        0.55      0.7199      0.1300      0.0991       5.197      36.394      19.364              
        77.0        0.58      0.7459      0.1213      0.0947       4.970      34.806      18.060              
        81.5        0.62      0.7699      0.1123      0.0900       4.722      33.067      16.725              
        86.0        0.65      0.7920      0.1031      0.0848       4.449      31.155      15.357              
        90.6        0.69      0.8121      0.0937      0.0791       4.151      29.067      13.958              
        95.1        0.72      0.8299      0.0841      0.0730       3.828      26.809      12.528              
        99.6        0.75      0.8442      0.0743      0.0664       3.484      24.395      11.070              
       104.2        0.79      0.8534      0.0643      0.0594       3.118      21.837       9.581              
       108.7        0.82      0.8551      0.0541      0.0521       2.732      19.135       8.062              
       113.2        0.86      0.8422      0.0437      0.0444       2.331      16.323       6.502              
       117.7        0.89      0.7997      0.0330      0.0368       1.928      13.504       4.912              
       122.3        0.93      0.7033      0.0222      0.0292       1.532      10.730       3.305              
       126.8        0.96      0.4994      0.0112      0.0215       1.128       7.899       1.666              
       131.3        0.99     -0.0045     -0.0001      0.0136       0.713       4.992      -0.009              
                                                                                                              
                                                                                                              
                                                                                                              
