                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1741      0.0870       0.401       6.310       5.121              
         2.0        0.03      0.0668      0.1742      0.0893       0.412       6.484       5.124              
         4.0        0.07      0.1300      0.1742      0.0918       0.423       6.664       5.126              
         6.0        0.10      0.1898      0.1743      0.0944       0.435       6.850       5.127              
         8.0        0.14      0.2462      0.1742      0.0970       0.447       7.039       5.125              
        10.1        0.17      0.2993      0.1739      0.0996       0.459       7.226       5.116              
        12.1        0.21      0.3493      0.1732      0.1019       0.470       7.398       5.096              
        14.1        0.24      0.3966      0.1719      0.1040       0.479       7.545       5.057              
        16.1        0.27      0.4412      0.1699      0.1056       0.486       7.663       4.999              
        18.1        0.31      0.4832      0.1673      0.1068       0.492       7.749       4.922              
        20.1        0.34      0.5227      0.1640      0.1075       0.495       7.801       4.823              
        22.1        0.38      0.5597      0.1598      0.1076       0.496       7.811       4.702              
        24.1        0.41      0.5950      0.1535      0.1061       0.489       7.697       4.515              
        26.2        0.45      0.6281      0.1460      0.1035       0.477       7.515       4.295              
        28.2        0.48      0.6584      0.1383      0.1008       0.464       7.316       4.070              
        30.2        0.51      0.6863      0.1305      0.0977       0.450       7.092       3.839              
        32.2        0.55      0.7119      0.1224      0.0943       0.434       6.844       3.602              
        34.2        0.58      0.7349      0.1142      0.0905       0.417       6.570       3.359              
        36.2        0.62      0.7553      0.1058      0.0864       0.398       6.268       3.111              
        38.2        0.65      0.7731      0.0971      0.0818       0.377       5.936       2.857              
        40.2        0.69      0.7882      0.0883      0.0768       0.354       5.572       2.598              
        42.3        0.72      0.8008      0.0793      0.0712       0.328       5.168       2.332              
        44.3        0.75      0.8093      0.0699      0.0652       0.300       4.728       2.058              
        46.3        0.79      0.8110      0.0605      0.0587       0.271       4.264       1.778              
        48.3        0.82      0.8060      0.0508      0.0518       0.239       3.762       1.494              
        50.3        0.86      0.7864      0.0409      0.0446       0.205       3.236       1.204              
        52.3        0.89      0.7378      0.0309      0.0373       0.172       2.706       0.908              
        54.3        0.93      0.6378      0.0207      0.0300       0.138       2.179       0.609              
        56.3        0.96      0.4391      0.0104      0.0227       0.105       1.650       0.306              
        58.3        0.99     -0.0030      0.0000      0.0154       0.071       1.117      -0.001              
                                                                                                              
                                                                                                              
                                                                                                              
