                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1750      0.0954       0.055       1.730       1.287              
         1.0        0.03      0.0618      0.1750      0.0972       0.056       1.764       1.287              
         2.0        0.07      0.1213      0.1751      0.0991       0.057       1.798       1.288              
         3.0        0.10      0.1784      0.1750      0.1011       0.058       1.834       1.287              
         4.0        0.14      0.2331      0.1749      0.1030       0.059       1.869       1.286              
         5.0        0.17      0.2855      0.1744      0.1049       0.060       1.903       1.283              
         6.0        0.21      0.3355      0.1735      0.1065       0.061       1.933       1.276              
         7.1        0.24      0.3833      0.1719      0.1078       0.062       1.956       1.264              
         8.1        0.27      0.4287      0.1697      0.1088       0.063       1.973       1.248              
         9.1        0.31      0.4716      0.1669      0.1094       0.063       1.984       1.227              
        10.1        0.34      0.5121      0.1634      0.1096       0.063       1.988       1.202              
        11.1        0.38      0.5501      0.1591      0.1092       0.063       1.982       1.170              
        12.1        0.41      0.5858      0.1525      0.1073       0.062       1.946       1.122              
        13.1        0.45      0.6184      0.1450      0.1047       0.060       1.899       1.066              
        14.1        0.48      0.6475      0.1373      0.1020       0.059       1.850       1.010              
        15.1        0.52      0.6733      0.1295      0.0991       0.057       1.798       0.953              
        16.1        0.55      0.6958      0.1215      0.0959       0.055       1.741       0.894              
        17.1        0.58      0.7150      0.1133      0.0925       0.053       1.679       0.833              
        18.1        0.62      0.7311      0.1050      0.0887       0.051       1.610       0.772              
        19.2        0.65      0.7444      0.0964      0.0845       0.049       1.533       0.709              
        20.2        0.69      0.7549      0.0876      0.0797       0.046       1.446       0.644              
        21.2        0.72      0.7628      0.0786      0.0743       0.043       1.348       0.578              
        22.2        0.76      0.7677      0.0694      0.0683       0.039       1.239       0.510              
        23.2        0.79      0.7682      0.0600      0.0617       0.035       1.119       0.441              
        24.2        0.82      0.7614      0.0504      0.0545       0.031       0.989       0.371              
        25.2        0.86      0.7423      0.0406      0.0470       0.027       0.852       0.299              
        26.2        0.89      0.6972      0.0307      0.0393       0.023       0.713       0.226              
        27.2        0.93      0.6033      0.0206      0.0316       0.018       0.574       0.151              
        28.2        0.96      0.4155      0.0104      0.0240       0.014       0.436       0.076              
        29.2        1.00     -0.0002      0.0000      0.0163       0.009       0.295       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
