                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1043      0.0702       8.420      33.165      23.932              
         4.7        0.02      0.0363      0.1043      0.0689       8.265      32.556      23.920              
         9.4        0.05      0.0741      0.1042      0.0675       8.100      31.908      23.901              
        14.1        0.07      0.1134      0.1041      0.0661       7.933      31.251      23.878              
        18.8        0.10      0.1545      0.1040      0.0646       7.754      30.543      23.846              
        23.5        0.12      0.1972      0.1038      0.0632       7.581      29.863      23.810              
        28.3        0.14      0.2422      0.1035      0.0616       7.388      29.103      23.741              
        33.0        0.17      0.2880      0.1025      0.0598       7.175      28.263      23.504              
        37.7        0.19      0.3349      0.1009      0.0579       6.946      27.363      23.153              
        42.4        0.22      0.3800      0.0989      0.0562       6.747      26.579      22.683              
        47.1        0.24      0.4233      0.0965      0.0547       6.569      25.876      22.138              
        51.8        0.26      0.4682      0.0938      0.0529       6.351      25.017      21.522              
        56.5        0.29      0.5162      0.0908      0.0507       6.080      23.951      20.827              
        61.2        0.31      0.5596      0.0874      0.0487       5.846      23.030      20.036              
        65.9        0.34      0.5950      0.0831      0.0469       5.633      22.187      19.061              
        70.6        0.36      0.6283      0.0784      0.0449       5.394      21.246      17.987              
        75.4        0.38      0.6599      0.0734      0.0427       5.126      20.191      16.833              
        80.1        0.41      0.6896      0.0683      0.0404       4.848      19.098      15.660              
        84.8        0.43      0.7146      0.0632      0.0382       4.585      18.061      14.492              
        89.5        0.46      0.7356      0.0581      0.0360       4.324      17.032      13.328              
        94.2        0.48      0.7536      0.0531      0.0338       4.057      15.981      12.171              
        98.9        0.50      0.7691      0.0479      0.0314       3.767      14.840      10.986              
       103.6        0.53      0.7799      0.0428      0.0290       3.476      13.691       9.810              
       108.3        0.55      0.7831      0.0373      0.0263       3.159      12.442       8.563              
       113.0        0.58      0.7870      0.0316      0.0231       2.775      10.931       7.245              
       117.7        0.60      0.7536      0.0256      0.0204       2.443       9.623       5.863              
       122.5        0.62      0.7075      0.0194      0.0171       2.056       8.098       4.454              
       127.2        0.65      0.6222      0.0131      0.0136       1.636       6.446       3.003              
       131.9        0.67      0.4408      0.0066      0.0101       1.211       4.770       1.518              
       136.6        0.70     -0.0071     -0.0001      0.0067       0.800       3.153      -0.016              
                                                                                                              
                                                                                                              
                                                                                                              
