                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0966      0.0379       0.381       3.430       4.241              
         2.1        0.02      0.0609      0.0955      0.0378       0.380       3.420       4.193              
         4.1        0.05      0.1206      0.0942      0.0377       0.379       3.411       4.136              
         6.2        0.07      0.1784      0.0928      0.0376       0.378       3.403       4.072              
         8.3        0.10      0.2343      0.0912      0.0375       0.377       3.396       4.002              
        10.4        0.12      0.2879      0.0894      0.0374       0.376       3.387       3.924              
        12.4        0.14      0.3391      0.0874      0.0373       0.375       3.376       3.839              
        14.5        0.17      0.3879      0.0853      0.0371       0.373       3.360       3.746              
        16.6        0.19      0.4342      0.0830      0.0369       0.371       3.338       3.645              
        18.6        0.22      0.4778      0.0805      0.0366       0.368       3.310       3.535              
        20.7        0.24      0.5186      0.0779      0.0362       0.364       3.276       3.418              
        22.8        0.27      0.5566      0.0750      0.0357       0.359       3.234       3.292              
        24.8        0.29      0.5916      0.0719      0.0352       0.354       3.183       3.158              
        26.9        0.31      0.6239      0.0687      0.0345       0.347       3.122       3.015              
        29.0        0.34      0.6532      0.0652      0.0337       0.339       3.050       2.863              
        31.1        0.36      0.6793      0.0615      0.0328       0.329       2.965       2.702              
        33.1        0.39      0.7026      0.0577      0.0317       0.319       2.868       2.534              
        35.2        0.41      0.7234      0.0538      0.0305       0.306       2.759       2.363              
        37.3        0.43      0.7419      0.0498      0.0291       0.293       2.637       2.187              
        39.3        0.46      0.7578      0.0457      0.0276       0.278       2.501       2.007              
        41.4        0.48      0.7691      0.0415      0.0260       0.262       2.356       1.823              
        43.5        0.51      0.7771      0.0373      0.0243       0.244       2.197       1.636              
        45.5        0.53      0.7816      0.0329      0.0223       0.224       2.020       1.444              
        47.6        0.55      0.7825      0.0284      0.0201       0.202       1.823       1.248              
        49.7        0.58      0.7753      0.0239      0.0178       0.179       1.612       1.048              
        51.8        0.60      0.7555      0.0192      0.0153       0.154       1.388       0.844              
        53.8        0.63      0.7165      0.0145      0.0127       0.128       1.148       0.637              
        55.9        0.65      0.6411      0.0097      0.0099       0.099       0.893       0.427              
        58.0        0.68      0.4710      0.0049      0.0070       0.070       0.633       0.214              
        60.0        0.70     -0.0065      0.0000      0.0042       0.043       0.384      -0.002              
                                                                                                              
                                                                                                              
                                                                                                              
