                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0996      0.0492       1.052       7.365       7.225              
         2.7        0.02      0.0499      0.0985      0.0475       1.015       7.106       7.145              
         5.3        0.05      0.1020      0.0971      0.0459       0.979       6.859       7.049              
         8.0        0.07      0.1554      0.0956      0.0444       0.949       6.645       6.939              
        10.6        0.10      0.2093      0.0939      0.0432       0.923       6.463       6.815              
        13.3        0.12      0.2629      0.0920      0.0421       0.900       6.301       6.679              
        15.9        0.14      0.3156      0.0900      0.0412       0.880       6.160       6.532              
        18.6        0.17      0.3671      0.0877      0.0403       0.860       6.022       6.366              
        21.3        0.19      0.4170      0.0853      0.0394       0.841       5.890       6.189              
        23.9        0.22      0.4648      0.0826      0.0385       0.823       5.761       5.997              
        26.6        0.24      0.5099      0.0798      0.0377       0.805       5.635       5.791              
        29.2        0.26      0.5521      0.0768      0.0368       0.786       5.507       5.572              
        31.9        0.29      0.5910      0.0736      0.0360       0.768       5.378       5.339              
        34.5        0.31      0.6264      0.0702      0.0350       0.749       5.242       5.091              
        37.2        0.34      0.6583      0.0666      0.0341       0.728       5.096       4.830              
        39.8        0.36      0.6865      0.0628      0.0330       0.705       4.938       4.556              
        42.5        0.39      0.7114      0.0589      0.0319       0.681       4.768       4.273              
        45.2        0.41      0.7338      0.0549      0.0306       0.654       4.580       3.985              
        47.8        0.43      0.7539      0.0508      0.0292       0.624       4.370       3.690              
        50.5        0.46      0.7716      0.0467      0.0277       0.591       4.137       3.387              
        53.1        0.48      0.7857      0.0424      0.0260       0.555       3.886       3.078              
        55.8        0.51      0.7961      0.0381      0.0242       0.516       3.614       2.762              
        58.4        0.53      0.8034      0.0336      0.0222       0.473       3.314       2.439              
        61.1        0.55      0.8068      0.0291      0.0199       0.426       2.984       2.110              
        63.8        0.58      0.8029      0.0245      0.0176       0.376       2.631       1.774              
        66.4        0.60      0.7861      0.0197      0.0151       0.323       2.260       1.432              
        69.1        0.63      0.7503      0.0149      0.0124       0.266       1.861       1.083              
        71.7        0.65      0.6796      0.0100      0.0096       0.204       1.431       0.726              
        74.4        0.67      0.5110      0.0050      0.0066       0.141       0.990       0.364              
        77.0        0.70     -0.0066      0.0000      0.0039       0.083       0.580      -0.003              
                                                                                                              
                                                                                                              
                                                                                                              
