                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0955      0.0338       0.214       2.246       3.079              
         1.8        0.02      0.0664      0.0944      0.0343       0.217       2.278       3.044              
         3.5        0.05      0.1294      0.0931      0.0347       0.220       2.307       3.004              
         5.3        0.07      0.1891      0.0917      0.0351       0.222       2.332       2.958              
         7.1        0.10      0.2454      0.0902      0.0354       0.224       2.355       2.908              
         8.9        0.12      0.2985      0.0884      0.0357       0.226       2.373       2.852              
        10.6        0.14      0.3486      0.0865      0.0359       0.227       2.387       2.791              
        12.4        0.17      0.3958      0.0845      0.0360       0.228       2.394       2.724              
        14.2        0.19      0.4400      0.0822      0.0360       0.228       2.395       2.652              
        16.0        0.22      0.4814      0.0798      0.0359       0.228       2.390       2.573              
        17.7        0.24      0.5200      0.0772      0.0358       0.226       2.378       2.489              
        19.5        0.27      0.5558      0.0744      0.0355       0.225       2.358       2.399              
        21.3        0.29      0.5890      0.0714      0.0350       0.222       2.330       2.302              
        23.1        0.31      0.6196      0.0682      0.0345       0.218       2.292       2.199              
        24.8        0.34      0.6476      0.0648      0.0338       0.214       2.244       2.089              
        26.6        0.36      0.6726      0.0611      0.0329       0.208       2.184       1.972              
        28.4        0.39      0.6949      0.0574      0.0318       0.201       2.116       1.850              
        30.1        0.41      0.7148      0.0535      0.0307       0.194       2.038       1.725              
        31.9        0.43      0.7322      0.0495      0.0293       0.186       1.950       1.597              
        33.7        0.46      0.7469      0.0455      0.0279       0.176       1.853       1.466              
        35.5        0.48      0.7573      0.0413      0.0263       0.166       1.747       1.332              
        37.2        0.51      0.7641      0.0371      0.0245       0.155       1.632       1.195              
        39.0        0.53      0.7680      0.0327      0.0226       0.143       1.502       1.055              
        40.8        0.55      0.7674      0.0283      0.0204       0.129       1.359       0.913              
        42.6        0.58      0.7596      0.0238      0.0181       0.115       1.204       0.767              
        44.3        0.60      0.7391      0.0192      0.0156       0.099       1.040       0.619              
        46.1        0.63      0.6993      0.0145      0.0130       0.082       0.863       0.467              
        47.9        0.65      0.6225      0.0097      0.0102       0.064       0.675       0.313              
        49.7        0.67      0.4527      0.0049      0.0073       0.046       0.483       0.157              
        51.4        0.70     -0.0063      0.0000      0.0045       0.028       0.297      -0.001              
                                                                                                              
                                                                                                              
                                                                                                              
