                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0948      0.0358       0.008       0.264       0.340              
         0.6        0.02      0.0626      0.0937      0.0361       0.008       0.267       0.336              
         1.2        0.05      0.1225      0.0924      0.0364       0.009       0.269       0.331              
         1.8        0.07      0.1797      0.0910      0.0366       0.009       0.271       0.326              
         2.4        0.10      0.2341      0.0894      0.0368       0.009       0.272       0.320              
         3.0        0.12      0.2857      0.0876      0.0370       0.009       0.273       0.314              
         3.6        0.14      0.3344      0.0857      0.0371       0.009       0.274       0.307              
         4.1        0.17      0.3802      0.0836      0.0371       0.009       0.274       0.300              
         4.7        0.19      0.4229      0.0813      0.0371       0.009       0.274       0.292              
         5.3        0.22      0.4625      0.0789      0.0370       0.009       0.274       0.283              
         5.9        0.24      0.4990      0.0763      0.0369       0.009       0.272       0.273              
         6.5        0.27      0.5324      0.0735      0.0366       0.009       0.271       0.263              
         7.1        0.29      0.5626      0.0705      0.0363       0.009       0.268       0.253              
         7.7        0.31      0.5897      0.0673      0.0358       0.008       0.265       0.241              
         8.3        0.34      0.6137      0.0640      0.0352       0.008       0.260       0.229              
         8.9        0.36      0.6345      0.0603      0.0344       0.008       0.254       0.216              
         9.5        0.39      0.6523      0.0566      0.0335       0.008       0.247       0.203              
        10.1        0.41      0.6672      0.0528      0.0325       0.008       0.240       0.189              
        10.7        0.43      0.6799      0.0489      0.0312       0.007       0.231       0.175              
        11.2        0.46      0.6901      0.0449      0.0298       0.007       0.220       0.161              
        11.8        0.48      0.6983      0.0408      0.0282       0.007       0.208       0.146              
        12.4        0.51      0.7037      0.0366      0.0264       0.006       0.195       0.131              
        13.0        0.53      0.7057      0.0323      0.0243       0.006       0.179       0.116              
        13.6        0.55      0.7050      0.0279      0.0220       0.005       0.162       0.100              
        14.2        0.58      0.6978      0.0234      0.0194       0.005       0.144       0.084              
        14.8        0.60      0.6793      0.0189      0.0168       0.004       0.124       0.068              
        15.4        0.63      0.6421      0.0143      0.0139       0.003       0.103       0.051              
        16.0        0.65      0.5709      0.0096      0.0109       0.003       0.081       0.034              
        16.6        0.68      0.4147      0.0048      0.0078       0.002       0.058       0.017              
        17.2        0.70     -0.0059      0.0000      0.0049       0.001       0.036       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
