                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0981      0.0435       0.652       5.140       5.623              
         2.4        0.02      0.0548      0.0969      0.0426       0.639       5.032       5.559              
         4.7        0.05      0.1103      0.0956      0.0417       0.626       4.932       5.484              
         7.1        0.07      0.1658      0.0942      0.0410       0.615       4.846       5.399              
         9.4        0.10      0.2206      0.0925      0.0404       0.606       4.771       5.304              
        11.8        0.12      0.2743      0.0907      0.0398       0.597       4.702       5.199              
        14.2        0.14      0.3264      0.0887      0.0392       0.589       4.637       5.084              
        16.5        0.17      0.3767      0.0865      0.0387       0.580       4.572       4.959              
        18.9        0.19      0.4249      0.0841      0.0381       0.572       4.505       4.823              
        21.3        0.22      0.4708      0.0816      0.0375       0.563       4.435       4.676              
        23.6        0.24      0.5140      0.0788      0.0369       0.554       4.362       4.519              
        26.0        0.26      0.5541      0.0759      0.0362       0.544       4.284       4.350              
        28.3        0.29      0.5912      0.0727      0.0355       0.533       4.199       4.170              
        30.7        0.31      0.6251      0.0694      0.0347       0.521       4.106       3.979              
        33.1        0.34      0.6558      0.0659      0.0338       0.508       4.000       3.777              
        35.4        0.36      0.6831      0.0622      0.0329       0.493       3.883       3.564              
        37.8        0.39      0.7072      0.0583      0.0318       0.476       3.753       3.344              
        40.1        0.41      0.7288      0.0544      0.0305       0.458       3.608       3.118              
        42.5        0.43      0.7481      0.0504      0.0292       0.437       3.446       2.887              
        44.9        0.46      0.7650      0.0462      0.0276       0.415       3.266       2.651              
        47.2        0.48      0.7778      0.0420      0.0260       0.390       3.074       2.409              
        49.6        0.51      0.7871      0.0377      0.0242       0.363       2.862       2.162              
        52.0        0.53      0.7930      0.0333      0.0222       0.334       2.629       1.910              
        54.3        0.55      0.7953      0.0288      0.0201       0.301       2.371       1.653              
        56.7        0.58      0.7900      0.0242      0.0177       0.266       2.095       1.390              
        59.0        0.60      0.7719      0.0196      0.0152       0.229       1.802       1.122              
        61.4        0.63      0.7348      0.0148      0.0126       0.189       1.488       0.847              
        63.8        0.65      0.6619      0.0099      0.0097       0.146       1.150       0.568              
        66.1        0.67      0.4928      0.0050      0.0068       0.102       0.803       0.285              
        68.5        0.70     -0.0065      0.0000      0.0040       0.061       0.478      -0.002              
                                                                                                              
                                                                                                              
                                                                                                              
