                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0708      0.0225       0.042       0.663       1.015              
         0.8        0.02      0.0526      0.0693      0.0225       0.042       0.665       0.994              
         1.7        0.03      0.1026      0.0678      0.0226       0.042       0.667       0.972              
         2.5        0.05      0.1501      0.0662      0.0226       0.042       0.667       0.949              
         3.4        0.07      0.1951      0.0645      0.0226       0.042       0.667       0.925              
         4.2        0.09      0.2376      0.0628      0.0226       0.042       0.667       0.900              
         5.0        0.10      0.2774      0.0610      0.0225       0.042       0.665       0.874              
         5.9        0.12      0.3147      0.0591      0.0224       0.042       0.663       0.847              
         6.7        0.14      0.3495      0.0571      0.0223       0.042       0.659       0.818              
         7.5        0.15      0.3818      0.0550      0.0221       0.042       0.654       0.789              
         8.4        0.17      0.4116      0.0529      0.0219       0.041       0.648       0.758              
         9.2        0.19      0.4390      0.0507      0.0217       0.041       0.640       0.726              
        10.1        0.20      0.4642      0.0484      0.0213       0.040       0.631       0.693              
        10.9        0.22      0.4871      0.0460      0.0210       0.039       0.619       0.660              
        11.7        0.24      0.5078      0.0436      0.0205       0.039       0.607       0.625              
        12.6        0.26      0.5262      0.0411      0.0200       0.038       0.591       0.589              
        13.4        0.27      0.5423      0.0386      0.0194       0.036       0.574       0.553              
        14.2        0.29      0.5562      0.0360      0.0188       0.035       0.555       0.516              
        15.1        0.31      0.5676      0.0333      0.0180       0.034       0.533       0.477              
        15.9        0.32      0.5765      0.0306      0.0172       0.032       0.508       0.438              
        16.8        0.34      0.5833      0.0278      0.0163       0.030       0.480       0.398              
        17.6        0.36      0.5865      0.0249      0.0152       0.029       0.450       0.357              
        18.4        0.38      0.5843      0.0220      0.0141       0.026       0.417       0.315              
        19.3        0.39      0.5755      0.0190      0.0130       0.024       0.383       0.272              
        20.1        0.41      0.5576      0.0159      0.0117       0.022       0.346       0.228              
        20.9        0.43      0.5267      0.0128      0.0104       0.020       0.307       0.184              
        21.8        0.44      0.4765      0.0097      0.0090       0.017       0.267       0.139              
        22.6        0.46      0.3932      0.0065      0.0076       0.014       0.225       0.093              
        23.5        0.48      0.2513      0.0033      0.0062       0.012       0.183       0.047              
        24.3        0.50     -0.0021      0.0000      0.0048       0.009       0.143       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
