                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0755      0.0233       0.907       5.198       8.184              
         2.3        0.02      0.0549      0.0739      0.0230       0.895       5.128       8.009              
         4.6        0.03      0.1087      0.0722      0.0226       0.883       5.059       7.826              
         6.9        0.05      0.1612      0.0704      0.0223       0.871       4.992       7.635              
         9.2        0.07      0.2122      0.0686      0.0220       0.859       4.924       7.435              
        11.5        0.09      0.2614      0.0667      0.0217       0.848       4.856       7.228              
        13.8        0.10      0.3087      0.0647      0.0214       0.835       4.787       7.012              
        16.1        0.12      0.3539      0.0626      0.0211       0.823       4.717       6.789              
        18.4        0.14      0.3968      0.0605      0.0208       0.810       4.643       6.556              
        20.7        0.15      0.4373      0.0582      0.0204       0.797       4.565       6.315              
        23.0        0.17      0.4753      0.0560      0.0201       0.782       4.482       6.065              
        25.3        0.19      0.5108      0.0536      0.0197       0.767       4.393       5.808              
        27.6        0.20      0.5438      0.0511      0.0192       0.750       4.297       5.545              
        29.9        0.22      0.5746      0.0487      0.0188       0.732       4.191       5.274              
        32.2        0.24      0.6031      0.0461      0.0182       0.711       4.074       4.996              
        34.5        0.26      0.6290      0.0435      0.0177       0.689       3.946       4.711              
        36.8        0.27      0.6521      0.0408      0.0170       0.665       3.808       4.418              
        39.1        0.29      0.6726      0.0380      0.0164       0.638       3.658       4.120              
        41.4        0.31      0.6905      0.0352      0.0156       0.609       3.492       3.813              
        43.7        0.32      0.7055      0.0323      0.0148       0.578       3.310       3.499              
        46.0        0.34      0.7176      0.0293      0.0139       0.543       3.113       3.180              
        48.3        0.36      0.7258      0.0263      0.0130       0.506       2.896       2.850              
        50.6        0.37      0.7268      0.0232      0.0120       0.467       2.674       2.515              
        52.9        0.39      0.7196      0.0201      0.0109       0.426       2.440       2.174              
        55.2        0.41      0.7025      0.0169      0.0098       0.383       2.193       1.828              
        57.5        0.43      0.6714      0.0136      0.0086       0.337       1.929       1.475              
        59.8        0.44      0.6179      0.0103      0.0074       0.287       1.646       1.113              
        62.1        0.46      0.5236      0.0069      0.0061       0.236       1.354       0.748              
        64.4        0.48      0.3483      0.0035      0.0047       0.185       1.059       0.375              
        66.7        0.49     -0.0044      0.0000      0.0035       0.135       0.775      -0.003              
                                                                                                              
                                                                                                              
                                                                                                              
