                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0783      0.0244       1.573       7.627      11.861              
         2.7        0.02      0.0543      0.0766      0.0241       1.548       7.507      11.604              
         5.4        0.03      0.1078      0.0749      0.0237       1.524       7.389      11.335              
         8.2        0.05      0.1602      0.0730      0.0233       1.500       7.274      11.055              
        10.9        0.07      0.2113      0.0711      0.0230       1.477       7.162      10.763              
        13.6        0.09      0.2607      0.0691      0.0226       1.454       7.051      10.459              
        16.3        0.10      0.3083      0.0670      0.0222       1.431       6.939      10.144              
        19.0        0.12      0.3539      0.0648      0.0219       1.408       6.826       9.818              
        21.7        0.14      0.3973      0.0626      0.0215       1.384       6.708       9.480              
        24.5        0.15      0.4385      0.0603      0.0211       1.358       6.586       9.130              
        27.2        0.17      0.4773      0.0579      0.0207       1.332       6.456       8.768              
        29.9        0.19      0.5137      0.0555      0.0203       1.303       6.319       8.396              
        32.6        0.20      0.5477      0.0529      0.0198       1.273       6.171       8.013              
        35.3        0.22      0.5795      0.0503      0.0193       1.240       6.010       7.622              
        38.1        0.24      0.6091      0.0477      0.0187       1.203       5.833       7.221              
        40.8        0.26      0.6364      0.0450      0.0181       1.163       5.641       6.809              
        43.5        0.27      0.6612      0.0422      0.0174       1.121       5.433       6.389              
        46.2        0.29      0.6834      0.0393      0.0167       1.074       5.209       5.958              
        48.9        0.31      0.7030      0.0364      0.0159       1.024       4.965       5.517              
        51.7        0.32      0.7197      0.0335      0.0151       0.969       4.700       5.065              
        54.4        0.34      0.7333      0.0304      0.0141       0.910       4.412       4.603              
        57.1        0.36      0.7432      0.0273      0.0131       0.846       4.100       4.129              
        59.8        0.38      0.7466      0.0241      0.0121       0.779       3.775       3.645              
        62.5        0.39      0.7423      0.0208      0.0110       0.708       3.433       3.153              
        65.2        0.41      0.7274      0.0175      0.0099       0.634       3.074       2.651              
        68.0        0.43      0.6990      0.0141      0.0086       0.555       2.689       2.139              
        70.7        0.44      0.6480      0.0107      0.0073       0.471       2.281       1.618              
        73.4        0.46      0.5548      0.0072      0.0060       0.383       1.858       1.086              
        76.1        0.48      0.3751      0.0036      0.0046       0.295       1.429       0.545              
        78.8        0.49     -0.0058      0.0000      0.0033       0.210       1.019      -0.006              
                                                                                                              
                                                                                                              
                                                                                                              
