                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0706      0.0226       0.005       0.167       0.253              
         0.4        0.02      0.0520      0.0692      0.0227       0.005       0.168       0.248              
         0.8        0.03      0.1014      0.0676      0.0227       0.005       0.168       0.242              
         1.3        0.05      0.1483      0.0660      0.0228       0.005       0.168       0.237              
         1.7        0.07      0.1927      0.0644      0.0228       0.005       0.168       0.231              
         2.1        0.09      0.2345      0.0626      0.0228       0.005       0.168       0.224              
         2.5        0.10      0.2738      0.0608      0.0227       0.005       0.168       0.218              
         2.9        0.12      0.3105      0.0589      0.0226       0.005       0.167       0.211              
         3.3        0.14      0.3446      0.0569      0.0225       0.005       0.166       0.204              
         3.8        0.15      0.3763      0.0548      0.0224       0.005       0.165       0.197              
         4.2        0.17      0.4053      0.0527      0.0222       0.005       0.164       0.189              
         4.6        0.19      0.4321      0.0505      0.0219       0.005       0.162       0.181              
         5.0        0.20      0.4566      0.0482      0.0216       0.005       0.160       0.173              
         5.4        0.22      0.4788      0.0459      0.0212       0.005       0.157       0.164              
         5.9        0.24      0.4989      0.0434      0.0208       0.005       0.154       0.156              
         6.3        0.26      0.5169      0.0410      0.0203       0.005       0.150       0.147              
         6.7        0.27      0.5326      0.0384      0.0197       0.005       0.145       0.138              
         7.1        0.29      0.5461      0.0358      0.0190       0.004       0.141       0.128              
         7.5        0.31      0.5571      0.0332      0.0183       0.004       0.135       0.119              
         7.9        0.32      0.5657      0.0304      0.0174       0.004       0.129       0.109              
         8.4        0.34      0.5723      0.0277      0.0165       0.004       0.122       0.099              
         8.8        0.36      0.5754      0.0248      0.0154       0.004       0.114       0.089              
         9.2        0.38      0.5734      0.0219      0.0143       0.003       0.106       0.078              
         9.6        0.39      0.5648      0.0189      0.0131       0.003       0.097       0.068              
        10.0        0.41      0.5475      0.0159      0.0119       0.003       0.088       0.057              
        10.5        0.43      0.5177      0.0128      0.0106       0.002       0.078       0.046              
        10.9        0.44      0.4689      0.0097      0.0092       0.002       0.068       0.035              
        11.3        0.46      0.3877      0.0065      0.0078       0.002       0.057       0.023              
        11.7        0.48      0.2483      0.0033      0.0063       0.001       0.047       0.012              
        12.1        0.49     -0.0029      0.0000      0.0049       0.001       0.036       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
