                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0844      0.0268       2.652      11.142      17.006              
         3.1        0.02      0.0531      0.0824      0.0264       2.611      10.969      16.610              
         6.3        0.03      0.1052      0.0804      0.0260       2.570      10.798      16.202              
         9.4        0.05      0.1562      0.0783      0.0256       2.530      10.629      15.785              
        12.5        0.07      0.2057      0.0762      0.0252       2.491      10.468      15.359              
        15.6        0.09      0.2538      0.0740      0.0248       2.451      10.300      14.915              
        18.8        0.10      0.3000      0.0717      0.0244       2.413      10.137      14.460              
        21.9        0.12      0.3447      0.0694      0.0240       2.370       9.958      13.987              
        25.0        0.14      0.3870      0.0670      0.0235       2.328       9.783      13.498              
        28.2        0.15      0.4279      0.0644      0.0231       2.279       9.577      12.989              
        31.3        0.17      0.4669      0.0618      0.0225       2.227       9.356      12.462              
        34.4        0.19      0.5041      0.0591      0.0219       2.169       9.115      11.917              
        37.5        0.20      0.5389      0.0563      0.0213       2.110       8.864      11.356              
        40.7        0.22      0.5726      0.0535      0.0207       2.042       8.580      10.781              
        43.8        0.24      0.6036      0.0506      0.0200       1.975       8.299      10.206              
        46.9        0.26      0.6320      0.0478      0.0193       1.906       8.010       9.628              
        50.1        0.27      0.6576      0.0448      0.0185       1.834       7.706       9.036              
        53.2        0.29      0.6801      0.0418      0.0178       1.759       7.390       8.433              
        56.3        0.31      0.6996      0.0388      0.0170       1.677       7.047       7.813              
        59.4        0.32      0.7158      0.0356      0.0161       1.589       6.674       7.173              
        62.6        0.34      0.7284      0.0324      0.0151       1.494       6.278       6.523              
        65.7        0.36      0.7367      0.0291      0.0141       1.393       5.854       5.858              
        68.8        0.37      0.7391      0.0257      0.0130       1.286       5.405       5.180              
        72.0        0.39      0.7339      0.0223      0.0119       1.173       4.929       4.487              
        75.1        0.41      0.7148      0.0187      0.0107       1.058       4.446       3.777              
        78.2        0.43      0.6788      0.0151      0.0095       0.938       3.940       3.052              
        81.3        0.44      0.6203      0.0115      0.0082       0.808       3.396       2.312              
        84.5        0.46      0.5199      0.0077      0.0068       0.675       2.835       1.557              
        87.6        0.48      0.3393      0.0039      0.0054       0.538       2.259       0.781              
        90.7        0.49     -0.0051      0.0000      0.0041       0.404       1.699      -0.008              
                                                                                                              
                                                                                                              
                                                                                                              
