                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0714      0.0212       0.134       1.409       2.302              
         1.3        0.02      0.0562      0.0699      0.0212       0.134       1.411       2.254              
         2.5        0.03      0.1099      0.0684      0.0212       0.134       1.412       2.205              
         3.8        0.05      0.1610      0.0667      0.0212       0.134       1.411       2.153              
         5.0        0.07      0.2097      0.0651      0.0212       0.134       1.408       2.098              
         6.3        0.09      0.2558      0.0633      0.0211       0.134       1.403       2.041              
         7.5        0.10      0.2994      0.0615      0.0210       0.133       1.397       1.982              
         8.8        0.12      0.3404      0.0595      0.0209       0.132       1.389       1.920              
        10.0        0.14      0.3789      0.0575      0.0207       0.131       1.378       1.856              
        11.3        0.15      0.4151      0.0555      0.0205       0.130       1.364       1.789              
        12.6        0.17      0.4489      0.0533      0.0203       0.128       1.347       1.719              
        13.8        0.19      0.4803      0.0510      0.0200       0.126       1.326       1.646              
        15.1        0.20      0.5093      0.0487      0.0196       0.124       1.303       1.572              
        16.3        0.22      0.5359      0.0463      0.0192       0.121       1.276       1.495              
        17.6        0.24      0.5599      0.0439      0.0187       0.119       1.246       1.416              
        18.8        0.26      0.5805      0.0414      0.0183       0.116       1.214       1.335              
        20.1        0.27      0.5982      0.0388      0.0177       0.112       1.178       1.252              
        21.3        0.29      0.6135      0.0362      0.0171       0.108       1.138       1.168              
        22.6        0.31      0.6265      0.0335      0.0164       0.104       1.092       1.081              
        23.9        0.32      0.6364      0.0308      0.0157       0.099       1.042       0.992              
        25.1        0.34      0.6431      0.0279      0.0148       0.094       0.986       0.901              
        26.4        0.36      0.6458      0.0251      0.0139       0.088       0.924       0.808              
        27.6        0.38      0.6422      0.0221      0.0129       0.082       0.860       0.713              
        28.9        0.39      0.6311      0.0191      0.0119       0.075       0.790       0.616              
        30.1        0.41      0.6109      0.0161      0.0108       0.068       0.716       0.518              
        31.4        0.43      0.5763      0.0129      0.0096       0.061       0.636       0.417              
        32.7        0.44      0.5198      0.0097      0.0083       0.053       0.553       0.314              
        33.9        0.46      0.4289      0.0066      0.0071       0.045       0.469       0.212              
        35.2        0.48      0.2735      0.0033      0.0058       0.036       0.382       0.106              
        36.4        0.49     -0.0043      0.0000      0.0045       0.028       0.296      -0.001              
                                                                                                              
                                                                                                              
                                                                                                              
