                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0734      0.0222       0.474       3.320       5.328              
         1.9        0.02      0.0556      0.0719      0.0220       0.470       3.294       5.216              
         3.8        0.03      0.1096      0.0703      0.0218       0.466       3.266       5.098              
         5.6        0.05      0.1619      0.0686      0.0216       0.462       3.238       4.976              
         7.5        0.07      0.2123      0.0668      0.0214       0.458       3.207       4.848              
         9.4        0.09      0.2607      0.0650      0.0212       0.453       3.176       4.714              
        11.3        0.10      0.3069      0.0630      0.0210       0.449       3.142       4.575              
        13.2        0.12      0.3507      0.0611      0.0208       0.444       3.106       4.431              
        15.0        0.14      0.3922      0.0590      0.0205       0.438       3.067       4.280              
        16.9        0.15      0.4312      0.0568      0.0202       0.432       3.023       4.124              
        18.8        0.17      0.4678      0.0546      0.0199       0.425       2.974       3.962              
        20.7        0.19      0.5019      0.0523      0.0195       0.417       2.921       3.795              
        22.6        0.20      0.5336      0.0499      0.0191       0.409       2.862       3.623              
        24.4        0.22      0.5630      0.0475      0.0187       0.399       2.795       3.447              
        26.3        0.24      0.5900      0.0450      0.0182       0.388       2.721       3.264              
        28.2        0.26      0.6137      0.0424      0.0177       0.377       2.642       3.078              
        30.1        0.27      0.6347      0.0398      0.0171       0.365       2.556       2.887              
        32.0        0.29      0.6532      0.0371      0.0164       0.351       2.460       2.692              
        33.9        0.31      0.6690      0.0343      0.0157       0.336       2.355       2.492              
        35.7        0.32      0.6819      0.0315      0.0150       0.320       2.239       2.288              
        37.6        0.34      0.6919      0.0286      0.0141       0.301       2.110       2.078              
        39.5        0.36      0.6977      0.0257      0.0132       0.281       1.971       1.864              
        41.4        0.37      0.6964      0.0227      0.0122       0.261       1.826       1.646              
        43.3        0.39      0.6874      0.0196      0.0112       0.239       1.672       1.423              
        45.1        0.41      0.6687      0.0165      0.0101       0.215       1.507       1.196              
        47.0        0.43      0.6360      0.0133      0.0089       0.190       1.332       0.965              
        48.9        0.44      0.5813      0.0100      0.0077       0.164       1.145       0.729              
        50.8        0.46      0.4873      0.0067      0.0064       0.136       0.953       0.490              
        52.7        0.48      0.3189      0.0034      0.0051       0.108       0.757       0.246              
        54.5        0.49     -0.0041      0.0000      0.0038       0.081       0.567      -0.002              
                                                                                                              
                                                                                                              
                                                                                                              
