                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0885      0.0318       3.244      25.557      23.511              
         3.0        0.02      0.0583      0.0870      0.0314       3.201      25.217      23.109              
         6.1        0.04      0.1159      0.0854      0.0310       3.162      24.913      22.677              
         9.1        0.06      0.1722      0.0836      0.0307       3.127      24.632      22.212              
        12.1        0.08      0.2270      0.0817      0.0303       3.091      24.352      21.715              
        15.1        0.11      0.2802      0.0797      0.0299       3.054      24.061      21.186              
        18.2        0.13      0.3316      0.0776      0.0296       3.015      23.755      20.624              
        21.2        0.15      0.3809      0.0754      0.0292       2.974      23.427      20.028              
        24.2        0.17      0.4276      0.0730      0.0288       2.932      23.100      19.399              
        27.3        0.19      0.4719      0.0705      0.0283       2.887      22.743      18.736              
        30.3        0.21      0.5134      0.0679      0.0278       2.839      22.364      18.039              
        33.3        0.23      0.5522      0.0651      0.0273       2.785      21.941      17.305              
        36.4        0.25      0.5884      0.0622      0.0267       2.724      21.463      16.534              
        39.4        0.27      0.6219      0.0592      0.0260       2.656      20.927      15.730              
        42.4        0.29      0.6527      0.0561      0.0253       2.583      20.346      14.904              
        45.4        0.32      0.6812      0.0529      0.0245       2.500      19.699      14.055              
        48.5        0.34      0.7076      0.0496      0.0236       2.409      18.976      13.184              
        51.5        0.36      0.7318      0.0463      0.0226       2.307      18.179      12.293              
        54.5        0.38      0.7537      0.0428      0.0215       2.196      17.298      11.380              
        57.6        0.40      0.7730      0.0393      0.0203       2.075      16.344      10.447              
        60.6        0.42      0.7891      0.0357      0.0191       1.943      15.310       9.490              
        63.6        0.44      0.8018      0.0320      0.0177       1.802      14.196       8.515              
        66.7        0.46      0.8103      0.0283      0.0162       1.649      12.993       7.518              
        69.7        0.48      0.8132      0.0245      0.0146       1.485      11.703       6.501              
        72.7        0.51      0.8087      0.0206      0.0129       1.312      10.338       5.473              
        75.7        0.53      0.7936      0.0167      0.0110       1.126       8.871       4.424              
        78.8        0.55      0.7614      0.0126      0.0091       0.927       7.300       3.359              
        81.8        0.57      0.6860      0.0084      0.0070       0.714       5.622       2.244              
        84.8        0.59      0.5017      0.0042      0.0050       0.509       4.010       1.129              
        87.9        0.61     -0.0039      0.0000      0.0034       0.343       2.700      -0.006              
                                                                                                              
                                                                                                              
                                                                                                              
