                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0830      0.0293       0.374       5.887       5.510              
         1.5        0.02      0.0591      0.0815      0.0291       0.370       5.836       5.415              
         3.0        0.04      0.1170      0.0800      0.0288       0.367       5.787       5.313              
         4.5        0.06      0.1733      0.0783      0.0286       0.364       5.737       5.204              
         6.1        0.08      0.2280      0.0766      0.0283       0.361       5.685       5.087              
         7.6        0.11      0.2807      0.0747      0.0280       0.357       5.632       4.963              
         9.1        0.13      0.3311      0.0727      0.0278       0.354       5.576       4.831              
        10.6        0.15      0.3792      0.0706      0.0275       0.350       5.517       4.692              
        12.1        0.17      0.4247      0.0684      0.0272       0.346       5.454       4.545              
        13.6        0.19      0.4674      0.0661      0.0268       0.342       5.383       4.389              
        15.2        0.21      0.5074      0.0636      0.0264       0.337       5.304       4.225              
        16.7        0.23      0.5446      0.0610      0.0260       0.331       5.214       4.052              
        18.2        0.25      0.5785      0.0583      0.0255       0.325       5.115       3.871              
        19.7        0.27      0.6091      0.0554      0.0249       0.318       5.005       3.681              
        21.2        0.29      0.6370      0.0525      0.0243       0.310       4.882       3.487              
        22.7        0.32      0.6623      0.0495      0.0236       0.301       4.744       3.288              
        24.3        0.34      0.6853      0.0464      0.0228       0.291       4.586       3.084              
        25.8        0.36      0.7060      0.0433      0.0220       0.280       4.410       2.875              
        27.3        0.38      0.7229      0.0400      0.0210       0.268       4.218       2.659              
        28.8        0.40      0.7360      0.0367      0.0200       0.255       4.011       2.439              
        30.3        0.42      0.7465      0.0334      0.0188       0.240       3.781       2.215              
        31.8        0.44      0.7537      0.0299      0.0176       0.224       3.525       1.986              
        33.4        0.46      0.7576      0.0264      0.0161       0.206       3.243       1.753              
        34.9        0.48      0.7549      0.0228      0.0146       0.187       2.941       1.515              
        36.4        0.51      0.7426      0.0191      0.0130       0.166       2.619       1.272              
        37.9        0.53      0.7179      0.0154      0.0113       0.144       2.274       1.025              
        39.4        0.55      0.6735      0.0117      0.0095       0.121       1.904       0.774              
        40.9        0.57      0.5879      0.0078      0.0076       0.097       1.521       0.520              
        42.5        0.59      0.4102      0.0039      0.0057       0.072       1.136       0.261              
        44.0        0.61     -0.0024      0.0000      0.0040       0.051       0.798      -0.001              
                                                                                                              
                                                                                                              
                                                                                                              
