                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0870      0.0335       2.292      20.635      17.699              
         2.7        0.02      0.0551      0.0855      0.0327       2.235      20.124      17.388              
         5.3        0.04      0.1105      0.0838      0.0320       2.185      19.674      17.054              
         8.0        0.06      0.1658      0.0821      0.0313       2.139      19.261      16.697              
        10.6        0.08      0.2204      0.0802      0.0307       2.096      18.871      16.315              
        13.3        0.11      0.2742      0.0782      0.0301       2.054      18.491      15.908              
        15.9        0.13      0.3265      0.0761      0.0295       2.013      18.126      15.477              
        18.6        0.15      0.3770      0.0738      0.0289       1.975      17.779      15.021              
        21.2        0.17      0.4253      0.0715      0.0283       1.936      17.434      14.540              
        23.9        0.19      0.4710      0.0690      0.0278       1.899      17.094      14.034              
        26.5        0.21      0.5139      0.0664      0.0272       1.860      16.749      13.503              
        29.2        0.23      0.5538      0.0636      0.0266       1.820      16.388      12.944              
        31.9        0.25      0.5906      0.0608      0.0260       1.778      16.008      12.360              
        34.5        0.27      0.6241      0.0578      0.0254       1.734      15.608      11.755              
        37.2        0.30      0.6547      0.0547      0.0247       1.686      15.178      11.135              
        39.8        0.32      0.6829      0.0516      0.0239       1.632      14.698      10.499              
        42.5        0.34      0.7090      0.0484      0.0230       1.573      14.160       9.844              
        45.1        0.36      0.7327      0.0451      0.0221       1.507      13.570       9.176              
        47.8        0.38      0.7540      0.0417      0.0210       1.435      12.918       8.489              
        50.4        0.40      0.7723      0.0383      0.0198       1.356      12.210       7.786              
        53.1        0.42      0.7875      0.0348      0.0186       1.271      11.444       7.070              
        55.7        0.44      0.7994      0.0312      0.0173       1.179      10.615       6.339              
        58.4        0.46      0.8075      0.0275      0.0158       1.078       9.708       5.590              
        61.1        0.48      0.8094      0.0237      0.0142       0.971       8.744       4.828              
        63.7        0.51      0.8029      0.0199      0.0126       0.858       7.727       4.056              
        66.4        0.53      0.7846      0.0161      0.0108       0.737       6.638       3.268              
        69.0        0.55      0.7479      0.0121      0.0089       0.607       5.468       2.467              
        71.7        0.57      0.6654      0.0080      0.0069       0.469       4.219       1.631              
        74.3        0.59      0.4868      0.0041      0.0050       0.339       3.054       0.833              
        77.0        0.61     -0.0038      0.0000      0.0033       0.228       2.050      -0.004              
                                                                                                              
                                                                                                              
                                                                                                              
