                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0818      0.0278       0.044       1.395       1.358              
         0.8        0.02      0.0606      0.0804      0.0279       0.045       1.403       1.335              
         1.5        0.04      0.1185      0.0789      0.0280       0.045       1.408       1.310              
         2.3        0.06      0.1735      0.0773      0.0282       0.045       1.414       1.284              
         3.0        0.08      0.2257      0.0756      0.0282       0.045       1.417       1.256              
         3.8        0.11      0.2750      0.0738      0.0283       0.045       1.419       1.225              
         4.5        0.13      0.3212      0.0718      0.0283       0.045       1.419       1.193              
         5.3        0.15      0.3645      0.0698      0.0282       0.045       1.418       1.159              
         6.1        0.17      0.4047      0.0676      0.0282       0.045       1.414       1.123              
         6.8        0.19      0.4420      0.0654      0.0280       0.045       1.408       1.086              
         7.6        0.21      0.4762      0.0630      0.0278       0.044       1.398       1.045              
         8.3        0.23      0.5075      0.0604      0.0276       0.044       1.385       1.003              
         9.1        0.25      0.5357      0.0577      0.0272       0.043       1.367       0.958              
         9.9        0.27      0.5609      0.0549      0.0268       0.043       1.346       0.912              
        10.6        0.29      0.5833      0.0520      0.0263       0.042       1.321       0.864              
        11.4        0.32      0.6028      0.0491      0.0257       0.041       1.291       0.815              
        12.1        0.34      0.6199      0.0460      0.0250       0.040       1.257       0.764              
        12.9        0.36      0.6348      0.0429      0.0242       0.039       1.215       0.713              
        13.6        0.38      0.6472      0.0397      0.0233       0.037       1.168       0.660              
        14.4        0.40      0.6571      0.0365      0.0222       0.035       1.115       0.605              
        15.2        0.42      0.6644      0.0331      0.0210       0.033       1.054       0.550              
        15.9        0.44      0.6686      0.0297      0.0196       0.031       0.986       0.493              
        16.7        0.46      0.6701      0.0262      0.0181       0.029       0.909       0.435              
        17.4        0.48      0.6668      0.0226      0.0164       0.026       0.825       0.376              
        18.2        0.51      0.6551      0.0190      0.0147       0.023       0.736       0.315              
        18.9        0.53      0.6314      0.0153      0.0128       0.020       0.642       0.254              
        19.7        0.55      0.5891      0.0116      0.0108       0.017       0.541       0.192              
        20.5        0.57      0.5094      0.0078      0.0087       0.014       0.436       0.129              
        21.2        0.59      0.3490      0.0039      0.0066       0.011       0.332       0.065              
        22.0        0.61     -0.0029      0.0000      0.0048       0.008       0.239       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
