                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0858      0.0271       2.999      21.001      23.242              
         2.8        0.02      0.0577      0.0840      0.0270       2.988      20.922      22.745              
         5.7        0.04      0.1133      0.0820      0.0268       2.972      20.814      22.223              
         8.5        0.06      0.1668      0.0800      0.0267       2.954      20.683      21.676              
        11.4        0.07      0.2180      0.0779      0.0265       2.933      20.540      21.104              
        14.2        0.09      0.2670      0.0757      0.0262       2.908      20.363      20.504              
        17.0        0.11      0.3139      0.0734      0.0260       2.877      20.150      19.878              
        19.9        0.13      0.3588      0.0710      0.0256       2.841      19.898      19.227              
        22.7        0.15      0.4015      0.0685      0.0253       2.800      19.609      18.556              
        25.6        0.17      0.4422      0.0660      0.0249       2.754      19.286      17.867              
        28.4        0.19      0.4807      0.0633      0.0244       2.703      18.932      17.159              
        31.2        0.20      0.5170      0.0607      0.0239       2.648      18.544      16.433              
        34.1        0.22      0.5512      0.0579      0.0233       2.587      18.113      15.687              
        36.9        0.24      0.5836      0.0551      0.0227       2.518      17.630      14.922              
        39.8        0.26      0.6142      0.0522      0.0220       2.441      17.094      14.138              
        42.6        0.28      0.6426      0.0492      0.0213       2.357      16.503      13.330              
        45.4        0.30      0.6687      0.0462      0.0205       2.266      15.869      12.505              
        48.3        0.31      0.6926      0.0430      0.0196       2.168      15.179      11.659              
        51.1        0.33      0.7136      0.0399      0.0186       2.062      14.442      10.795              
        54.0        0.35      0.7316      0.0366      0.0176       1.950      13.656       9.914              
        56.8        0.37      0.7461      0.0333      0.0165       1.829      12.811       9.010              
        59.6        0.39      0.7565      0.0298      0.0153       1.700      11.903       8.084              
        62.5        0.41      0.7620      0.0264      0.0141       1.562      10.940       7.144              
        65.3        0.43      0.7614      0.0228      0.0128       1.414       9.904       6.182              
        68.2        0.44      0.7530      0.0192      0.0113       1.256       8.795       5.202              
        71.0        0.46      0.7309      0.0155      0.0098       1.088       7.622       4.201              
        73.8        0.48      0.6832      0.0117      0.0083       0.916       6.418       3.179              
        76.7        0.50      0.5887      0.0079      0.0067       0.743       5.200       2.137              
        79.5        0.52      0.3955      0.0040      0.0052       0.575       4.027       1.072              
        82.4        0.54     -0.0082     -0.0001      0.0038       0.420       2.941      -0.016              
                                                                                                              
                                                                                                              
                                                                                                              
