                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0789      0.0253       0.246       3.874       4.224              
         1.3        0.02      0.0570      0.0772      0.0251       0.244       3.842       4.133              
         2.5        0.04      0.1123      0.0755      0.0248       0.242       3.808       4.037              
         3.8        0.06      0.1658      0.0736      0.0246       0.240       3.775       3.937              
         5.0        0.07      0.2171      0.0716      0.0244       0.237       3.741       3.832              
         6.3        0.09      0.2661      0.0696      0.0242       0.235       3.706       3.723              
         7.6        0.11      0.3126      0.0674      0.0239       0.233       3.669       3.608              
         8.8        0.13      0.3565      0.0652      0.0237       0.230       3.631       3.490              
        10.1        0.15      0.3978      0.0630      0.0234       0.228       3.589       3.369              
        11.3        0.17      0.4368      0.0606      0.0231       0.225       3.542       3.244              
        12.6        0.18      0.4734      0.0582      0.0228       0.221       3.488       3.116              
        13.9        0.20      0.5077      0.0558      0.0224       0.217       3.427       2.985              
        15.1        0.22      0.5398      0.0533      0.0219       0.213       3.357       2.850              
        16.4        0.24      0.5696      0.0507      0.0214       0.208       3.279       2.711              
        17.7        0.26      0.5971      0.0480      0.0208       0.203       3.191       2.568              
        18.9        0.28      0.6217      0.0453      0.0202       0.196       3.096       2.421              
        20.2        0.30      0.6432      0.0424      0.0195       0.190       2.993       2.271              
        21.4        0.31      0.6621      0.0396      0.0188       0.183       2.880       2.117              
        22.7        0.33      0.6786      0.0366      0.0180       0.175       2.754       1.959              
        24.0        0.35      0.6922      0.0336      0.0171       0.166       2.614       1.797              
        25.2        0.37      0.7032      0.0305      0.0161       0.156       2.461       1.633              
        26.5        0.39      0.7098      0.0274      0.0150       0.146       2.296       1.464              
        27.7        0.41      0.7096      0.0242      0.0139       0.135       2.124       1.293              
        29.0        0.43      0.7015      0.0209      0.0127       0.123       1.942       1.118              
        30.3        0.44      0.6843      0.0176      0.0114       0.111       1.745       0.939              
        31.5        0.46      0.6527      0.0142      0.0100       0.098       1.537       0.757              
        32.8        0.48      0.5968      0.0107      0.0086       0.084       1.320       0.572              
        34.0        0.50      0.4990      0.0072      0.0072       0.070       1.099       0.383              
        35.3        0.52      0.3232      0.0036      0.0058       0.056       0.882       0.192              
        36.6        0.54     -0.0047      0.0000      0.0044       0.043       0.681      -0.002              
                                                                                                              
                                                                                                              
                                                                                                              
