                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0798      0.0257       0.489       6.160       6.669              
         1.6        0.02      0.0569      0.0780      0.0254       0.482       6.076       6.524              
         3.2        0.04      0.1126      0.0762      0.0250       0.476       5.995       6.372              
         4.7        0.06      0.1669      0.0743      0.0247       0.470       5.919       6.213              
         6.3        0.07      0.2192      0.0723      0.0244       0.464       5.846       6.047              
         7.9        0.09      0.2693      0.0703      0.0241       0.458       5.777       5.873              
         9.5        0.11      0.3170      0.0681      0.0238       0.453       5.708       5.692              
        11.0        0.13      0.3621      0.0658      0.0235       0.447       5.639       5.505              
        12.6        0.15      0.4045      0.0636      0.0232       0.442       5.568       5.313              
        14.2        0.17      0.4446      0.0612      0.0229       0.435       5.488       5.116              
        15.8        0.18      0.4824      0.0588      0.0225       0.428       5.398       4.915              
        17.3        0.20      0.5181      0.0563      0.0221       0.420       5.294       4.706              
        18.9        0.22      0.5515      0.0537      0.0216       0.411       5.179       4.492              
        20.5        0.24      0.5827      0.0511      0.0211       0.401       5.050       4.272              
        22.1        0.26      0.6117      0.0484      0.0205       0.389       4.909       4.047              
        23.6        0.28      0.6381      0.0456      0.0198       0.377       4.753       3.816              
        25.2        0.30      0.6616      0.0428      0.0191       0.364       4.586       3.579              
        26.8        0.31      0.6827      0.0399      0.0184       0.349       4.402       3.337              
        28.4        0.33      0.7013      0.0369      0.0175       0.333       4.201       3.089              
        29.9        0.35      0.7172      0.0339      0.0166       0.316       3.978       2.834              
        31.5        0.37      0.7303      0.0308      0.0156       0.296       3.737       2.575              
        33.1        0.39      0.7391      0.0276      0.0145       0.276       3.478       2.310              
        34.7        0.41      0.7410      0.0244      0.0134       0.254       3.208       2.039              
        36.3        0.43      0.7344      0.0211      0.0122       0.232       2.925       1.763              
        37.8        0.44      0.7187      0.0177      0.0109       0.208       2.621       1.481              
        39.4        0.46      0.6885      0.0143      0.0096       0.182       2.297       1.194              
        41.0        0.48      0.6334      0.0108      0.0082       0.156       1.962       0.902              
        42.6        0.50      0.5351      0.0072      0.0068       0.128       1.617       0.605              
        44.1        0.52      0.3532      0.0037      0.0054       0.102       1.283       0.305              
        45.7        0.54     -0.0038      0.0000      0.0041       0.077       0.973      -0.002              
                                                                                                              
                                                                                                              
                                                                                                              
