                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0785      0.0262       4.398      19.799      24.818              
         3.1        0.02      0.0458      0.0769      0.0259       4.345      19.560      24.317              
         6.1        0.03      0.0908      0.0752      0.0256       4.288      19.303      23.759              
         9.2        0.05      0.1347      0.0733      0.0252       4.228      19.035      23.184              
        12.3        0.06      0.1777      0.0715      0.0248       4.163      18.742      22.584              
        15.4        0.08      0.2195      0.0695      0.0244       4.097      18.445      21.965              
        18.4        0.09      0.2601      0.0674      0.0240       4.027      18.129      21.315              
        21.5        0.11      0.2989      0.0653      0.0236       3.960      17.828      20.652              
        24.6        0.12      0.3359      0.0632      0.0232       3.895      17.533      19.967              
        27.6        0.14      0.3708      0.0609      0.0228       3.829      17.235      19.261              
        30.7        0.15      0.4035      0.0586      0.0224       3.761      16.931      18.530              
        33.8        0.17      0.4340      0.0563      0.0220       3.692      16.622      17.791              
        36.9        0.19      0.4630      0.0539      0.0216       3.615      16.273      17.030              
        39.9        0.20      0.4900      0.0514      0.0211       3.532      15.902      16.258              
        43.0        0.22      0.5151      0.0489      0.0205       3.441      15.491      15.460              
        46.1        0.23      0.5383      0.0463      0.0199       3.338      15.025      14.625              
        49.1        0.25      0.5595      0.0435      0.0192       3.223      14.511      13.763              
        52.2        0.26      0.5780      0.0407      0.0185       3.095      13.935      12.851              
        55.3        0.28      0.5936      0.0376      0.0176       2.954      13.298      11.895              
        58.3        0.29      0.6060      0.0345      0.0167       2.800      12.607      10.907              
        61.4        0.31      0.6149      0.0313      0.0157       2.633      11.854       9.885              
        64.5        0.32      0.6186      0.0280      0.0147       2.459      11.068       8.844              
        67.6        0.34      0.6122      0.0247      0.0137       2.297      10.340       7.805              
        70.6        0.36      0.5969      0.0214      0.0127       2.131       9.592       6.752              
        73.7        0.37      0.5705      0.0180      0.0117       1.959       8.821       5.688              
        76.8        0.39      0.5291      0.0145      0.0106       1.779       8.009       4.598              
        79.8        0.40      0.4675      0.0110      0.0095       1.591       7.161       3.493              
        82.9        0.42      0.3698      0.0074      0.0083       1.398       6.293       2.338              
        86.0        0.43      0.2240      0.0037      0.0072       1.207       5.432       1.179              
        89.1        0.45     -0.0008      0.0000      0.0061       1.030       4.637      -0.003              
                                                                                                              
                                                                                                              
                                                                                                              
