                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0624      0.0172       0.228       2.390       3.623              
         1.3        0.02      0.0549      0.0611      0.0172       0.227       2.384       3.544              
         2.6        0.03      0.1077      0.0596      0.0171       0.226       2.376       3.463              
         4.0        0.05      0.1581      0.0582      0.0171       0.225       2.367       3.377              
         5.3        0.06      0.2063      0.0566      0.0170       0.224       2.356       3.289              
         6.6        0.08      0.2521      0.0551      0.0169       0.223       2.342       3.196              
         7.9        0.09      0.2956      0.0534      0.0168       0.221       2.325       3.100              
         9.2        0.11      0.3368      0.0517      0.0166       0.219       2.304       3.001              
        10.6        0.12      0.3755      0.0499      0.0165       0.217       2.280       2.898              
        11.9        0.14      0.4120      0.0481      0.0163       0.214       2.252       2.791              
        13.2        0.15      0.4461      0.0462      0.0160       0.211       2.219       2.680              
        14.5        0.17      0.4779      0.0442      0.0157       0.208       2.182       2.567              
        15.8        0.19      0.5071      0.0422      0.0155       0.204       2.142       2.450              
        17.1        0.20      0.5330      0.0401      0.0151       0.200       2.099       2.330              
        18.5        0.22      0.5561      0.0380      0.0148       0.195       2.053       2.207              
        19.8        0.23      0.5768      0.0358      0.0144       0.190       2.000       2.081              
        21.1        0.25      0.5952      0.0336      0.0140       0.185       1.939       1.952              
        22.4        0.26      0.6108      0.0314      0.0135       0.178       1.872       1.820              
        23.7        0.28      0.6238      0.0290      0.0130       0.171       1.797       1.685              
        25.1        0.29      0.6340      0.0266      0.0124       0.163       1.712       1.547              
        26.4        0.31      0.6401      0.0242      0.0117       0.154       1.622       1.405              
        27.7        0.32      0.6408      0.0217      0.0110       0.145       1.525       1.260              
        29.0        0.34      0.6350      0.0192      0.0103       0.135       1.423       1.112              
        30.3        0.36      0.6217      0.0165      0.0095       0.125       1.313       0.961              
        31.7        0.37      0.5984      0.0139      0.0086       0.114       1.195       0.807              
        33.0        0.39      0.5607      0.0112      0.0077       0.102       1.071       0.650              
        34.3        0.40      0.5015      0.0085      0.0068       0.090       0.942       0.492              
        35.6        0.42      0.4075      0.0057      0.0058       0.077       0.808       0.330              
        36.9        0.43      0.2552      0.0029      0.0049       0.064       0.672       0.166              
        38.2        0.45     -0.0015      0.0000      0.0039       0.051       0.538      -0.001              
                                                                                                              
                                                                                                              
                                                                                                              
