                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0740      0.0221       2.962      14.360      20.159              
         2.9        0.02      0.0512      0.0722      0.0218       2.919      14.152      19.673              
         5.7        0.03      0.1017      0.0703      0.0214       2.868      13.905      19.171              
         8.6        0.05      0.1509      0.0684      0.0210       2.820      13.670      18.653              
        11.4        0.06      0.1992      0.0665      0.0206       2.767      13.416      18.120              
        14.3        0.08      0.2465      0.0645      0.0202       2.710      13.137      17.567              
        17.1        0.09      0.2927      0.0624      0.0197       2.650      12.846      16.999              
        20.0        0.11      0.3374      0.0602      0.0193       2.589      12.550      16.412              
        22.8        0.12      0.3809      0.0580      0.0188       2.524      12.238      15.807              
        25.7        0.14      0.4214      0.0557      0.0184       2.466      11.955      15.186              
        28.5        0.15      0.4594      0.0534      0.0180       2.410      11.686      14.563              
        31.4        0.17      0.4953      0.0511      0.0175       2.353      11.409      13.935              
        34.2        0.19      0.5292      0.0488      0.0171       2.293      11.117      13.299              
        37.1        0.20      0.5610      0.0464      0.0166       2.229      10.804      12.648              
        39.9        0.22      0.5903      0.0440      0.0161       2.161      10.476      11.983              
        42.8        0.23      0.6171      0.0415      0.0156       2.089      10.127      11.303              
        45.6        0.25      0.6414      0.0389      0.0150       2.012       9.752      10.605              
        48.5        0.26      0.6627      0.0363      0.0144       1.929       9.354       9.892              
        51.3        0.28      0.6810      0.0336      0.0137       1.841       8.927       9.162              
        54.2        0.29      0.6959      0.0309      0.0130       1.747       8.468       8.414              
        57.0        0.31      0.7070      0.0281      0.0123       1.645       7.977       7.650              
        59.9        0.32      0.7132      0.0252      0.0115       1.538       7.456       6.869              
        62.7        0.34      0.7130      0.0223      0.0106       1.425       6.906       6.072              
        65.6        0.36      0.7024      0.0193      0.0098       1.309       6.345       5.256              
        68.4        0.37      0.6789      0.0162      0.0089       1.189       5.764       4.423              
        71.3        0.39      0.6387      0.0131      0.0079       1.064       5.159       3.575              
        74.1        0.40      0.5726      0.0099      0.0070       0.933       4.526       2.703              
        77.0        0.42      0.4672      0.0067      0.0060       0.801       3.882       1.822              
        79.8        0.43      0.2933      0.0034      0.0050       0.667       3.236       0.919              
        82.7        0.45     -0.0015      0.0000      0.0040       0.542       2.628      -0.004              
                                                                                                              
                                                                                                              
                                                                                                              
