                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0798      0.0268       5.685      44.787      38.133              
         3.5        0.02      0.0619      0.0798      0.0271       5.760      45.375      38.099              
         7.0        0.04      0.1220      0.0797      0.0275       5.832      45.946      38.050              
        10.5        0.06      0.1799      0.0795      0.0279       5.918      46.623      37.951              
        14.0        0.08      0.2348      0.0784      0.0281       5.965      46.991      37.429              
        17.5        0.11      0.2871      0.0769      0.0282       5.979      47.103      36.705              
        21.0        0.13      0.3370      0.0751      0.0281       5.973      47.058      35.873              
        24.6        0.15      0.3847      0.0732      0.0280       5.946      46.842      34.936              
        28.1        0.17      0.4303      0.0709      0.0278       5.893      46.423      33.884              
        31.6        0.19      0.4739      0.0685      0.0274       5.809      45.767      32.703              
        35.1        0.21      0.5156      0.0658      0.0269       5.699      44.900      31.419              
        38.6        0.23      0.5553      0.0630      0.0263       5.575      43.922      30.089              
        42.1        0.25      0.5923      0.0601      0.0256       5.443      42.881      28.724              
        45.6        0.27      0.6270      0.0572      0.0250       5.297      41.730      27.312              
        49.1        0.29      0.6582      0.0542      0.0242       5.147      40.550      25.872              
        52.6        0.32      0.6870      0.0511      0.0235       4.986      39.278      24.415              
        56.1        0.34      0.7141      0.0480      0.0226       4.801      37.826      22.912              
        59.6        0.36      0.7387      0.0448      0.0217       4.602      36.254      21.378              
        63.1        0.38      0.7608      0.0415      0.0206       4.383      34.528      19.805              
        66.6        0.40      0.7811      0.0381      0.0195       4.139      32.610      18.194              
        70.1        0.42      0.7991      0.0346      0.0182       3.872      30.508      16.542              
        73.7        0.44      0.8137      0.0311      0.0169       3.585      28.241      14.850              
        77.2        0.46      0.8244      0.0275      0.0154       3.276      25.810      13.126              
        80.7        0.48      0.8300      0.0238      0.0139       2.948      23.226      11.375              
        84.2        0.51      0.8287      0.0201      0.0122       2.597      20.463       9.589              
        87.7        0.53      0.8160      0.0162      0.0104       2.217      17.466       7.736              
        91.2        0.55      0.7787      0.0123      0.0086       1.834      14.452       5.874              
        94.7        0.57      0.6937      0.0083      0.0068       1.439      11.339       3.954              
        98.2        0.59      0.4924      0.0042      0.0050       1.057       8.327       1.987              
       101.7        0.61     -0.0032      0.0000      0.0034       0.720       5.672      -0.008              
                                                                                                              
                                                                                                              
                                                                                                              
