                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0741      0.0247       0.277       5.809       4.974              
         1.3        0.02      0.0624      0.0731      0.0247       0.276       5.809       4.911              
         2.6        0.04      0.1230      0.0721      0.0247       0.276       5.805       4.840              
         4.0        0.06      0.1816      0.0709      0.0247       0.276       5.799       4.759              
         5.3        0.08      0.2380      0.0695      0.0246       0.276       5.788       4.669              
         6.6        0.11      0.2920      0.0680      0.0245       0.275       5.771       4.568              
         7.9        0.13      0.3432      0.0664      0.0244       0.274       5.747       4.456              
         9.2        0.15      0.3917      0.0645      0.0243       0.272       5.713       4.333              
        10.5        0.17      0.4371      0.0625      0.0241       0.270       5.665       4.195              
        11.9        0.19      0.4793      0.0602      0.0238       0.267       5.602       4.044              
        13.2        0.21      0.5181      0.0578      0.0235       0.263       5.532       3.884              
        14.5        0.23      0.5537      0.0554      0.0232       0.260       5.453       3.721              
        15.8        0.25      0.5866      0.0529      0.0228       0.255       5.361       3.552              
        17.1        0.27      0.6168      0.0503      0.0223       0.250       5.255       3.379              
        18.4        0.29      0.6441      0.0477      0.0218       0.244       5.133       3.201              
        19.8        0.32      0.6687      0.0449      0.0212       0.238       4.996       3.018              
        21.1        0.34      0.6904      0.0421      0.0206       0.230       4.839       2.830              
        22.4        0.36      0.7095      0.0393      0.0198       0.222       4.663       2.638              
        23.7        0.38      0.7261      0.0363      0.0190       0.212       4.463       2.440              
        25.0        0.40      0.7396      0.0333      0.0180       0.202       4.243       2.239              
        26.3        0.42      0.7480      0.0303      0.0171       0.191       4.011       2.033              
        27.7        0.44      0.7529      0.0271      0.0159       0.178       3.750       1.822              
        29.0        0.46      0.7543      0.0239      0.0147       0.165       3.459       1.607              
        30.3        0.48      0.7512      0.0207      0.0133       0.149       3.136       1.388              
        31.6        0.51      0.7395      0.0174      0.0119       0.133       2.795       1.167              
        32.9        0.53      0.7139      0.0140      0.0103       0.116       2.429       0.940              
        34.2        0.55      0.6626      0.0105      0.0087       0.098       2.050       0.708              
        35.6        0.57      0.5672      0.0071      0.0071       0.080       1.671       0.476              
        36.9        0.59      0.3836      0.0036      0.0055       0.061       1.290       0.240              
        38.2        0.61     -0.0015      0.0000      0.0039       0.044       0.924      -0.001              
                                                                                                              
                                                                                                              
                                                                                                              
