                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0732      0.0245       0.010       0.640       0.547              
         0.4        0.02      0.0617      0.0723      0.0247       0.010       0.646       0.540              
         0.9        0.04      0.1208      0.0712      0.0249       0.010       0.650       0.532              
         1.3        0.06      0.1772      0.0700      0.0250       0.010       0.654       0.523              
         1.8        0.08      0.2308      0.0687      0.0251       0.010       0.657       0.513              
         2.2        0.11      0.2815      0.0672      0.0252       0.010       0.658       0.502              
         2.6        0.13      0.3292      0.0656      0.0252       0.010       0.659       0.489              
         3.1        0.15      0.3740      0.0637      0.0252       0.010       0.658       0.476              
         3.5        0.17      0.4155      0.0617      0.0251       0.010       0.655       0.460              
         4.0        0.19      0.4539      0.0595      0.0249       0.010       0.650       0.444              
         4.4        0.21      0.4888      0.0571      0.0247       0.010       0.644       0.426              
         4.8        0.23      0.5203      0.0547      0.0244       0.010       0.638       0.408              
         5.3        0.25      0.5485      0.0522      0.0241       0.010       0.630       0.390              
         5.7        0.27      0.5733      0.0497      0.0238       0.010       0.621       0.371              
         6.2        0.30      0.5949      0.0471      0.0234       0.010       0.611       0.351              
         6.6        0.32      0.6135      0.0444      0.0229       0.009       0.599       0.331              
         7.0        0.34      0.6291      0.0417      0.0224       0.009       0.584       0.311              
         7.5        0.36      0.6420      0.0388      0.0217       0.009       0.567       0.290              
         7.9        0.38      0.6524      0.0360      0.0209       0.009       0.547       0.268              
         8.4        0.40      0.6609      0.0330      0.0200       0.008       0.523       0.246              
         8.8        0.42      0.6670      0.0300      0.0190       0.008       0.495       0.224              
         9.2        0.44      0.6702      0.0269      0.0178       0.007       0.464       0.200              
         9.7        0.46      0.6698      0.0237      0.0164       0.007       0.429       0.177              
        10.1        0.49      0.6661      0.0205      0.0149       0.006       0.390       0.153              
        10.6        0.51      0.6554      0.0172      0.0133       0.005       0.347       0.128              
        11.0        0.53      0.6322      0.0138      0.0115       0.005       0.301       0.103              
        11.4        0.55      0.5859      0.0104      0.0098       0.004       0.255       0.078              
        11.9        0.57      0.4991      0.0070      0.0080       0.003       0.209       0.052              
        12.3        0.59      0.3349      0.0035      0.0062       0.003       0.162       0.026              
        12.7        0.61     -0.0021      0.0000      0.0045       0.002       0.118       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
