                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0735      0.0239       0.079       2.497       2.194              
         0.9        0.02      0.0634      0.0726      0.0241       0.080       2.523       2.166              
         1.8        0.04      0.1238      0.0715      0.0244       0.081       2.545       2.135              
         2.6        0.06      0.1813      0.0703      0.0245       0.081       2.564       2.099              
         3.5        0.08      0.2359      0.0690      0.0247       0.082       2.579       2.059              
         4.4        0.11      0.2874      0.0675      0.0248       0.082       2.588       2.015              
         5.3        0.13      0.3360      0.0659      0.0248       0.082       2.592       1.966              
         6.1        0.15      0.3816      0.0640      0.0248       0.082       2.589       1.912              
         7.0        0.17      0.4241      0.0620      0.0247       0.082       2.578       1.851              
         7.9        0.19      0.4636      0.0598      0.0245       0.081       2.557       1.784              
         8.8        0.21      0.4999      0.0574      0.0242       0.080       2.531       1.714              
         9.7        0.23      0.5330      0.0550      0.0239       0.079       2.501       1.642              
        10.5        0.25      0.5630      0.0525      0.0236       0.078       2.466       1.567              
        11.4        0.27      0.5899      0.0499      0.0232       0.077       2.426       1.491              
        12.3        0.30      0.6136      0.0473      0.0228       0.075       2.379       1.412              
        13.2        0.32      0.6344      0.0446      0.0222       0.074       2.325       1.332              
        14.1        0.34      0.6523      0.0419      0.0216       0.072       2.263       1.249              
        14.9        0.36      0.6674      0.0390      0.0210       0.070       2.191       1.165              
        15.8        0.38      0.6800      0.0361      0.0202       0.067       2.107       1.078              
        16.7        0.40      0.6901      0.0331      0.0192       0.064       2.011       0.989              
        17.6        0.42      0.6970      0.0301      0.0182       0.060       1.903       0.898              
        18.4        0.44      0.7005      0.0270      0.0171       0.057       1.783       0.806              
        19.3        0.46      0.7008      0.0238      0.0158       0.052       1.647       0.711              
        20.2        0.48      0.6969      0.0206      0.0143       0.047       1.495       0.614              
        21.1        0.51      0.6856      0.0173      0.0127       0.042       1.331       0.515              
        22.0        0.53      0.6611      0.0139      0.0111       0.037       1.158       0.415              
        22.8        0.55      0.6130      0.0105      0.0094       0.031       0.981       0.313              
        23.7        0.57      0.5225      0.0070      0.0077       0.025       0.802       0.210              
        24.6        0.59      0.3505      0.0035      0.0060       0.020       0.623       0.106              
        25.5        0.61     -0.0020      0.0000      0.0043       0.014       0.451       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
