                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0781      0.0356       3.192      33.530      20.991              
         2.6        0.02      0.0481      0.0772      0.0338       3.028      31.805      20.743              
         5.3        0.04      0.1000      0.0761      0.0321       2.874      30.191      20.449              
         7.9        0.06      0.1549      0.0748      0.0305       2.735      28.727      20.108              
        10.5        0.08      0.2121      0.0734      0.0292       2.612      27.433      19.718              
        13.2        0.11      0.2703      0.0718      0.0280       2.505      26.310      19.278              
        15.8        0.13      0.3281      0.0699      0.0270       2.414      25.352      18.789              
        18.4        0.15      0.3841      0.0679      0.0261       2.336      24.541      18.251              
        21.1        0.17      0.4369      0.0657      0.0254       2.271      23.857      17.657              
        23.7        0.19      0.4854      0.0633      0.0247       2.216      23.276      17.011              
        26.3        0.21      0.5283      0.0608      0.0243       2.172      22.811      16.332              
        29.0        0.23      0.5666      0.0582      0.0238       2.133      22.410      15.643              
        31.6        0.25      0.6020      0.0556      0.0234       2.091      21.967      14.935              
        34.2        0.27      0.6349      0.0529      0.0228       2.043      21.465      14.207              
        36.9        0.30      0.6653      0.0501      0.0222       1.989      20.898      13.459              
        39.5        0.32      0.6934      0.0472      0.0215       1.929      20.261      12.693              
        42.1        0.34      0.7192      0.0443      0.0208       1.861      19.547      11.908              
        44.8        0.36      0.7428      0.0413      0.0199       1.785      18.746      11.100              
        47.4        0.38      0.7640      0.0383      0.0190       1.701      17.869      10.278              
        50.1        0.40      0.7826      0.0351      0.0180       1.609      16.896       9.431              
        52.7        0.42      0.7981      0.0319      0.0168       1.508      15.836       8.564              
        55.3        0.44      0.8100      0.0286      0.0156       1.398      14.685       7.677              
        58.0        0.46      0.8180      0.0252      0.0143       1.279      13.437       6.771              
        60.6        0.48      0.8211      0.0218      0.0129       1.151      12.090       5.849              
        63.2        0.51      0.8168      0.0183      0.0113       1.014      10.648       4.911              
        65.9        0.53      0.7983      0.0147      0.0097       0.871       9.151       3.960              
        68.5        0.55      0.7532      0.0111      0.0081       0.726       7.623       2.993              
        71.1        0.57      0.6601      0.0075      0.0065       0.578       6.068       2.010              
        73.8        0.59      0.4645      0.0038      0.0048       0.428       4.496       1.011              
        76.4        0.61     -0.0038      0.0000      0.0032       0.288       3.027      -0.005              
                                                                                                              
                                                                                                              
                                                                                                              
