                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0754      0.0302       0.801      12.627       9.006              
         1.8        0.02      0.0537      0.0744      0.0292       0.775      12.218       8.888              
         3.5        0.04      0.1091      0.0733      0.0283       0.751      11.837       8.754              
         5.3        0.06      0.1658      0.0721      0.0275       0.729      11.483       8.603              
         7.0        0.08      0.2230      0.0706      0.0267       0.708      11.161       8.433              
         8.8        0.11      0.2798      0.0690      0.0260       0.690      10.870       8.244              
        10.5        0.13      0.3352      0.0673      0.0254       0.673      10.610       8.035              
        12.3        0.15      0.3884      0.0654      0.0248       0.659      10.379       7.806              
        14.0        0.17      0.4383      0.0632      0.0243       0.645      10.170       7.552              
        15.8        0.19      0.4841      0.0609      0.0239       0.633       9.980       7.275              
        17.6        0.21      0.5248      0.0585      0.0235       0.623       9.820       6.985              
        19.3        0.23      0.5616      0.0560      0.0231       0.614       9.670       6.690              
        21.1        0.25      0.5956      0.0535      0.0227       0.603       9.495       6.387              
        22.8        0.27      0.6270      0.0509      0.0222       0.590       9.294       6.075              
        24.6        0.30      0.6557      0.0482      0.0217       0.575       9.065       5.754              
        26.3        0.32      0.6819      0.0454      0.0211       0.559       8.805       5.425              
        28.1        0.34      0.7055      0.0426      0.0204       0.540       8.513       5.087              
        29.9        0.36      0.7265      0.0397      0.0196       0.520       8.187       4.742              
        31.6        0.38      0.7451      0.0368      0.0187       0.496       7.823       4.389              
        33.4        0.40      0.7608      0.0337      0.0177       0.471       7.419       4.026              
        35.1        0.42      0.7721      0.0306      0.0167       0.444       6.989       3.657              
        36.9        0.44      0.7800      0.0275      0.0156       0.414       6.517       3.281              
        38.6        0.46      0.7843      0.0243      0.0143       0.380       5.993       2.896              
        40.4        0.48      0.7841      0.0210      0.0130       0.344       5.418       2.503              
        42.1        0.51      0.7754      0.0176      0.0115       0.305       4.803       2.103              
        43.9        0.53      0.7516      0.0142      0.0099       0.263       4.152       1.692              
        45.7        0.55      0.7019      0.0107      0.0083       0.222       3.490       1.277              
        47.4        0.57      0.6061      0.0072      0.0067       0.179       2.817       0.857              
        49.2        0.59      0.4156      0.0036      0.0051       0.136       2.139       0.430              
        50.9        0.61     -0.0030      0.0000      0.0036       0.095       1.498      -0.002              
                                                                                                              
                                                                                                              
                                                                                                              
