                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0770      0.0358       1.855      23.387      14.367              
         2.2        0.02      0.0473      0.0760      0.0339       1.754      22.113      14.178              
         4.4        0.04      0.0984      0.0748      0.0320       1.660      20.929      13.961              
         6.6        0.06      0.1529      0.0735      0.0304       1.575      19.850      13.714              
         8.8        0.08      0.2099      0.0720      0.0289       1.498      18.887      13.436              
        11.0        0.11      0.2683      0.0704      0.0276       1.431      18.042      13.126              
        13.2        0.13      0.3267      0.0685      0.0265       1.374      17.317      12.785              
        15.4        0.15      0.3836      0.0665      0.0256       1.325      16.704      12.412              
        17.6        0.17      0.4372      0.0643      0.0248       1.285      16.195      12.000              
        19.7        0.19      0.4861      0.0619      0.0242       1.252      15.783      11.557              
        21.9        0.21      0.5287      0.0595      0.0237       1.228      15.478      11.094              
        24.1        0.23      0.5664      0.0570      0.0233       1.208      15.223      10.627              
        26.3        0.25      0.6012      0.0544      0.0229       1.185      14.937      10.146              
        28.5        0.27      0.6336      0.0517      0.0224       1.159      14.608       9.652              
        30.7        0.29      0.6635      0.0490      0.0218       1.129      14.232       9.144              
        32.9        0.32      0.6910      0.0462      0.0211       1.095      13.806       8.623              
        35.1        0.34      0.7162      0.0434      0.0204       1.057      13.327       8.088              
        37.3        0.36      0.7390      0.0404      0.0196       1.015      12.792       7.540              
        39.5        0.38      0.7594      0.0374      0.0187       0.968      12.200       6.978              
        41.7        0.40      0.7770      0.0343      0.0177       0.916      11.551       6.405              
        43.9        0.42      0.7911      0.0312      0.0166       0.861      10.849       5.818              
        46.1        0.44      0.8016      0.0280      0.0154       0.800      10.080       5.217              
        48.3        0.46      0.8087      0.0247      0.0141       0.733       9.236       4.603              
        50.5        0.48      0.8111      0.0213      0.0127       0.660       8.315       3.976              
        52.7        0.51      0.8057      0.0179      0.0112       0.582       7.331       3.336              
        54.9        0.53      0.7843      0.0144      0.0097       0.501       6.321       2.689              
        57.1        0.55      0.7363      0.0109      0.0081       0.419       5.287       2.030              
        59.2        0.57      0.6405      0.0073      0.0065       0.336       4.234       1.362              
        61.4        0.59      0.4460      0.0037      0.0048       0.251       3.167       0.684              
        63.6        0.61     -0.0027      0.0000      0.0033       0.172       2.165      -0.003              
                                                                                                              
                                                                                                              
                                                                                                              
