                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0784      0.0433      17.960     113.193      58.474              
         4.3        0.02      0.0374      0.0775      0.0430      17.847     112.482      57.819              
         8.7        0.04      0.0748      0.0786      0.0437      18.098     114.065      58.662              
        13.0        0.06      0.1118      0.0782      0.0436      18.080     113.949      58.337              
        17.3        0.08      0.1486      0.0783      0.0438      18.166     114.495      58.445              
        21.6        0.10      0.1848      0.0781      0.0439      18.206     114.745      58.290              
        26.0        0.12      0.2207      0.0780      0.0441      18.273     115.169      58.220              
        30.3        0.15      0.2821      0.0776      0.0400      16.587     104.541      57.909              
        34.6        0.17      0.2889      0.0771      0.0444      18.387     115.884      57.506              
        39.0        0.19      0.3398      0.0755      0.0415      17.215     108.497      56.305              
        43.3        0.21      0.3516      0.0738      0.0436      18.093     114.029      55.107              
        47.6        0.23      0.3812      0.0719      0.0431      17.864     112.586      53.620              
        52.0        0.25      0.4141      0.0697      0.0420      17.396     109.640      52.005              
        56.3        0.27      0.4477      0.0674      0.0406      16.848     106.185      50.261              
        60.6        0.29      0.4802      0.0648      0.0392      16.263     102.501      48.325              
        64.9        0.31      0.5097      0.0618      0.0378      15.655      98.667      46.083              
        69.3        0.33      0.5351      0.0582      0.0362      15.006      94.574      43.467              
        73.6        0.35      0.5580      0.0545      0.0345      14.315      90.221      40.702              
        77.9        0.37      0.5752      0.0509      0.0331      13.712      86.419      37.957              
        82.3        0.39      0.5862      0.0473      0.0319      13.209      83.249      35.300              
        86.6        0.42      0.5938      0.0436      0.0305      12.652      79.737      32.539              
        90.9        0.44      0.5975      0.0398      0.0291      12.052      75.956      29.700              
        95.2        0.46      0.5963      0.0358      0.0275      11.386      71.763      26.732              
        99.6        0.48      0.5885      0.0316      0.0257      10.634      67.023      23.568              
       103.9        0.50      0.5689      0.0268      0.0235       9.749      61.444      20.016              
       108.2        0.52      0.5322      0.0219      0.0213       8.848      55.765      16.314              
       112.6        0.54      0.4715      0.0167      0.0191       7.917      49.897      12.436              
       116.9        0.56      0.3758      0.0112      0.0168       6.960      43.866       8.390              
       121.2        0.58      0.2343      0.0058      0.0145       6.011      37.882       4.356              
       125.5        0.60      0.0050      0.0001      0.0122       5.044      31.792       0.075              
                                                                                                              
                                                                                                              
                                                                                                              
