                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0792      0.0316       4.495      40.470      28.945              
         3.1        0.02      0.0537      0.0785      0.0308       4.382      39.451      28.708              
         6.1        0.04      0.1092      0.0776      0.0300       4.262      38.378      28.384              
         9.2        0.06      0.1660      0.0765      0.0291       4.145      37.319      27.976              
        12.3        0.08      0.2232      0.0752      0.0284       4.038      36.360      27.487              
        15.4        0.11      0.2796      0.0736      0.0278       3.947      35.535      26.919              
        18.4        0.13      0.3343      0.0719      0.0272       3.867      34.816      26.276              
        21.5        0.15      0.3866      0.0699      0.0267       3.794      34.164      25.557              
        24.6        0.17      0.4360      0.0677      0.0262       3.725      33.537      24.757              
        27.7        0.19      0.4821      0.0653      0.0257       3.654      32.900      23.874              
        30.7        0.21      0.5246      0.0627      0.0252       3.584      32.268      22.929              
        33.8        0.23      0.5634      0.0601      0.0247       3.516      31.653      21.961              
        36.9        0.25      0.5994      0.0573      0.0242       3.442      30.987      20.967              
        40.0        0.27      0.6328      0.0546      0.0236       3.360      30.253      19.947              
        43.0        0.30      0.6636      0.0517      0.0230       3.269      29.437      18.899              
        46.1        0.32      0.6921      0.0487      0.0223       3.168      28.519      17.825              
        49.2        0.34      0.7184      0.0457      0.0215       3.054      27.499      16.724              
        52.3        0.36      0.7422      0.0426      0.0206       2.928      26.365      15.592              
        55.3        0.38      0.7639      0.0395      0.0196       2.789      25.109      14.434              
        58.4        0.40      0.7834      0.0362      0.0185       2.634      23.718      13.247              
        61.5        0.42      0.8003      0.0329      0.0173       2.465      22.196      12.030              
        64.6        0.44      0.8133      0.0295      0.0161       2.284      20.564      10.788              
        67.6        0.46      0.8222      0.0260      0.0147       2.089      18.807       9.520              
        70.7        0.48      0.8260      0.0225      0.0132       1.878      16.909       8.226              
        73.8        0.51      0.8227      0.0189      0.0116       1.653      14.884       6.911              
        76.9        0.53      0.8069      0.0153      0.0100       1.417      12.755       5.577              
        79.9        0.55      0.7660      0.0116      0.0083       1.176      10.589       4.226              
        83.0        0.57      0.6768      0.0078      0.0065       0.930       8.370       2.842              
        86.1        0.59      0.4821      0.0039      0.0048       0.683       6.147       1.434              
        89.2        0.61     -0.0027      0.0000      0.0032       0.450       4.053      -0.005              
                                                                                                              
                                                                                                              
                                                                                                              
