                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0938      0.0296       4.495      28.329      31.371              
         3.2        0.02      0.0579      0.0918      0.0295       4.479      28.228      30.707              
         6.3        0.04      0.1137      0.0897      0.0293       4.458      28.096      30.012              
         9.5        0.06      0.1674      0.0876      0.0292       4.432      27.931      29.285              
        12.7        0.07      0.2189      0.0853      0.0289       4.400      27.731      28.526              
        15.8        0.09      0.2684      0.0829      0.0287       4.362      27.491      27.734              
        19.0        0.11      0.3157      0.0805      0.0284       4.318      27.212      26.910              
        22.2        0.13      0.3608      0.0779      0.0281       4.266      26.885      26.049              
        25.3        0.15      0.4039      0.0752      0.0277       4.205      26.503      25.148              
        28.5        0.17      0.4446      0.0724      0.0272       4.139      26.088      24.220              
        31.7        0.19      0.4831      0.0696      0.0267       4.065      25.623      23.265              
        34.8        0.20      0.5196      0.0666      0.0262       3.983      25.103      22.285              
        38.0        0.22      0.5540      0.0636      0.0256       3.891      24.522      21.279              
        41.2        0.24      0.5864      0.0605      0.0249       3.789      23.881      20.248              
        44.3        0.26      0.6167      0.0574      0.0242       3.677      23.176      19.188              
        47.5        0.28      0.6449      0.0541      0.0234       3.552      22.385      18.090              
        50.7        0.30      0.6710      0.0508      0.0225       3.418      21.542      16.980              
        53.8        0.32      0.6947      0.0473      0.0215       3.269      20.603      15.824              
        57.0        0.33      0.7152      0.0438      0.0205       3.113      19.620      14.652              
        60.1        0.35      0.7326      0.0402      0.0194       2.946      18.567      13.455              
        63.3        0.37      0.7461      0.0366      0.0182       2.769      17.449      12.234              
        66.5        0.39      0.7543      0.0328      0.0170       2.581      16.265      10.981              
        69.6        0.41      0.7543      0.0290      0.0157       2.388      15.050       9.699              
        72.8        0.43      0.7449      0.0251      0.0144       2.188      13.788       8.393              
        76.0        0.45      0.7226      0.0211      0.0130       1.980      12.476       7.060              
        79.1        0.46      0.6816      0.0170      0.0116       1.764      11.116       5.696              
        82.3        0.48      0.6138      0.0129      0.0101       1.540       9.709       4.308              
        85.5        0.50      0.4977      0.0087      0.0087       1.327       8.366       2.899              
        88.6        0.52      0.3034      0.0044      0.0075       1.138       7.173       1.461              
        91.8        0.54     -0.0063     -0.0001      0.0063       0.961       6.059      -0.025              
                                                                                                              
                                                                                                              
                                                                                                              
