                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1001      0.0338       6.831      39.140      40.511              
         3.5        0.02      0.0542      0.0978      0.0334       6.755      38.701      39.584              
         6.9        0.04      0.1071      0.0954      0.0330       6.668      38.207      38.612              
        10.4        0.06      0.1587      0.0929      0.0325       6.575      37.670      37.604              
        13.9        0.07      0.2090      0.0903      0.0320       6.471      37.076      36.557              
        17.3        0.09      0.2580      0.0877      0.0314       6.357      36.423      35.469              
        20.8        0.11      0.3056      0.0849      0.0308       6.235      35.725      34.337              
        24.3        0.13      0.3517      0.0820      0.0302       6.105      34.980      33.164              
        27.7        0.15      0.3951      0.0789      0.0296       5.982      34.274      31.939              
        31.2        0.17      0.4360      0.0759      0.0290       5.863      33.591      30.707              
        34.7        0.18      0.4747      0.0729      0.0284       5.743      32.907      29.477              
        38.2        0.20      0.5111      0.0698      0.0278       5.620      32.202      28.234              
        41.6        0.22      0.5452      0.0666      0.0271       5.488      31.446      26.959              
        45.1        0.24      0.5769      0.0634      0.0264       5.349      30.646      25.665              
        48.6        0.26      0.6062      0.0601      0.0257       5.196      29.773      24.325              
        52.0        0.28      0.6330      0.0567      0.0249       5.030      28.820      22.951              
        55.5        0.30      0.6574      0.0532      0.0240       4.849      27.784      21.541              
        59.0        0.31      0.6790      0.0497      0.0230       4.653      26.660      20.095              
        62.4        0.33      0.6978      0.0460      0.0219       4.440      25.438      18.608              
        65.9        0.35      0.7130      0.0422      0.0208       4.213      24.137      17.091              
        69.4        0.37      0.7222      0.0384      0.0197       3.982      22.813      15.545              
        72.8        0.39      0.7216      0.0345      0.0186       3.755      21.512      13.949              
        76.3        0.41      0.7162      0.0305      0.0173       3.502      20.064      12.326              
        79.8        0.43      0.7015      0.0264      0.0160       3.236      18.542      10.671              
        83.2        0.44      0.6747      0.0222      0.0146       2.953      16.921       8.976              
        86.7        0.46      0.6272      0.0179      0.0132       2.672      15.311       7.248              
        90.2        0.48      0.5461      0.0136      0.0120       2.420      13.865       5.495              
        93.6        0.50      0.4302      0.0092      0.0106       2.149      12.315       3.703              
        97.1        0.52      0.2883      0.0048      0.0086       1.735       9.940       1.931              
       100.6        0.54     -0.0039      0.0000      0.0068       1.372       7.861      -0.020              
                                                                                                              
                                                                                                              
                                                                                                              
