                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.1047      0.0394      10.357      54.394      50.426              
         3.8        0.02      0.0483      0.1030      0.0393      10.328      54.244      49.592              
         7.5        0.04      0.0952      0.1011      0.0392      10.284      54.015      48.671              
        11.3        0.06      0.1408      0.0991      0.0389      10.230      53.727      47.710              
        15.1        0.07      0.1851      0.0969      0.0386      10.143      53.272      46.651              
        18.9        0.09      0.2280      0.0942      0.0381      10.012      52.587      45.375              
        22.6        0.11      0.2694      0.0914      0.0376       9.865      51.811      44.030              
        26.4        0.13      0.3092      0.0885      0.0369       9.703      50.959      42.604              
        30.2        0.15      0.3474      0.0854      0.0363       9.526      50.033      41.119              
        34.0        0.17      0.3838      0.0822      0.0356       9.339      49.048      39.587              
        37.7        0.18      0.4183      0.0790      0.0348       9.144      48.027      38.021              
        41.5        0.20      0.4511      0.0756      0.0340       8.933      46.918      36.411              
        45.3        0.22      0.4823      0.0722      0.0331       8.704      45.716      34.771              
        49.0        0.24      0.5115      0.0687      0.0322       8.455      44.405      33.070              
        52.8        0.26      0.5391      0.0651      0.0312       8.189      43.009      31.344              
        56.6        0.28      0.5650      0.0614      0.0301       7.902      41.504      29.585              
        60.4        0.30      0.5886      0.0577      0.0289       7.595      39.892      27.774              
        64.1        0.31      0.6096      0.0538      0.0277       7.272      38.196      25.921              
        67.9        0.33      0.6242      0.0499      0.0265       6.972      36.620      24.033              
        71.7        0.35      0.6316      0.0459      0.0255       6.696      35.167      22.125              
        75.5        0.37      0.6340      0.0418      0.0243       6.389      33.556      20.131              
        79.2        0.39      0.6289      0.0376      0.0232       6.084      31.956      18.113              
        83.0        0.41      0.6168      0.0333      0.0219       5.758      30.243      16.047              
        86.8        0.42      0.5959      0.0289      0.0206       5.405      28.389      13.920              
        90.5        0.44      0.5594      0.0244      0.0193       5.068      26.619      11.742              
        94.3        0.46      0.5057      0.0198      0.0180       4.733      24.860       9.518              
        98.1        0.48      0.4979      0.0157      0.0151       3.973      20.865       7.562              
       101.9        0.50      0.3299      0.0101      0.0152       4.005      21.036       4.864              
       105.6        0.52      0.1944      0.0051      0.0136       3.575      18.774       2.467              
       109.4        0.53     -0.0010      0.0000      0.0122       3.206      16.838      -0.011              
                                                                                                              
                                                                                                              
                                                                                                              
