                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0857      0.0274       0.521       6.563       7.162              
         1.6        0.02      0.0577      0.0838      0.0271       0.515       6.486       7.008              
         3.2        0.04      0.1140      0.0819      0.0268       0.509       6.415       6.848              
         4.8        0.06      0.1686      0.0799      0.0265       0.504       6.347       6.679              
         6.4        0.07      0.2212      0.0778      0.0262       0.498       6.281       6.504              
         7.9        0.09      0.2716      0.0756      0.0259       0.493       6.213       6.320              
         9.5        0.11      0.3197      0.0733      0.0257       0.487       6.143       6.129              
        11.1        0.13      0.3652      0.0709      0.0253       0.482       6.071       5.931              
        12.7        0.15      0.4080      0.0685      0.0250       0.475       5.993       5.724              
        14.3        0.17      0.4482      0.0659      0.0247       0.469       5.911       5.512              
        15.9        0.19      0.4859      0.0633      0.0243       0.462       5.819       5.294              
        17.5        0.21      0.5213      0.0606      0.0239       0.453       5.713       5.070              
        19.1        0.22      0.5543      0.0579      0.0234       0.444       5.595       4.840              
        20.7        0.24      0.5850      0.0551      0.0228       0.433       5.463       4.603              
        22.2        0.26      0.6133      0.0522      0.0222       0.422       5.316       4.361              
        23.8        0.28      0.6393      0.0492      0.0215       0.409       5.152       4.111              
        25.4        0.30      0.6627      0.0461      0.0208       0.394       4.971       3.856              
        27.0        0.32      0.6835      0.0430      0.0199       0.379       4.773       3.593              
        28.6        0.34      0.7011      0.0398      0.0190       0.362       4.557       3.324              
        30.2        0.35      0.7157      0.0365      0.0180       0.343       4.322       3.049              
        31.8        0.37      0.7266      0.0331      0.0170       0.323       4.065       2.766              
        33.4        0.39      0.7328      0.0296      0.0158       0.301       3.791       2.477              
        35.0        0.41      0.7330      0.0261      0.0146       0.277       3.496       2.182              
        36.5        0.43      0.7251      0.0225      0.0133       0.253       3.186       1.881              
        38.1        0.45      0.7046      0.0188      0.0120       0.227       2.866       1.575              
        39.7        0.47      0.6678      0.0151      0.0106       0.201       2.531       1.266              
        41.3        0.48      0.6055      0.0114      0.0091       0.174       2.188       0.954              
        42.9        0.50      0.5010      0.0076      0.0077       0.146       1.834       0.637              
        44.5        0.52      0.3220      0.0038      0.0062       0.117       1.480       0.319              
        46.1        0.54     -0.0046      0.0000      0.0047       0.090       1.133      -0.003              
                                                                                                              
                                                                                                              
                                                                                                              
