                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0866      0.0276       0.907       9.528      10.429              
         1.9        0.02      0.0578      0.0848      0.0273       0.896       9.409      10.205              
         3.8        0.04      0.1142      0.0828      0.0270       0.885       9.299       9.971              
         5.7        0.06      0.1690      0.0808      0.0267       0.875       9.196       9.727              
         7.6        0.07      0.2219      0.0787      0.0264       0.866       9.094       9.472              
         9.5        0.09      0.2726      0.0765      0.0261       0.856       8.990       9.205              
        11.4        0.11      0.3210      0.0742      0.0258       0.846       8.885       8.928              
        13.3        0.13      0.3670      0.0718      0.0254       0.835       8.775       8.640              
        15.2        0.15      0.4103      0.0693      0.0251       0.824       8.659       8.340              
        17.1        0.17      0.4510      0.0667      0.0248       0.813       8.536       8.033              
        19.0        0.19      0.4893      0.0641      0.0244       0.800       8.398       7.717              
        20.9        0.20      0.5253      0.0614      0.0239       0.785       8.243       7.392              
        22.8        0.22      0.5591      0.0586      0.0234       0.768       8.066       7.057              
        24.7        0.24      0.5906      0.0558      0.0228       0.749       7.870       6.714              
        26.6        0.26      0.6198      0.0528      0.0222       0.728       7.651       6.362              
        28.5        0.28      0.6468      0.0498      0.0215       0.705       7.410       5.999              
        30.4        0.30      0.6712      0.0467      0.0207       0.680       7.144       5.628              
        32.3        0.32      0.6931      0.0436      0.0199       0.652       6.852       5.246              
        34.2        0.33      0.7120      0.0403      0.0190       0.622       6.536       4.855              
        36.1        0.35      0.7278      0.0370      0.0180       0.589       6.191       4.454              
        38.0        0.37      0.7400      0.0336      0.0169       0.554       5.820       4.044              
        39.9        0.39      0.7475      0.0301      0.0157       0.516       5.423       3.625              
        41.8        0.41      0.7492      0.0266      0.0145       0.476       5.001       3.198              
        43.7        0.43      0.7430      0.0229      0.0132       0.434       4.554       2.763              
        45.6        0.45      0.7248      0.0193      0.0119       0.389       4.091       2.320              
        47.5        0.46      0.6906      0.0155      0.0105       0.343       3.605       1.870              
        49.4        0.48      0.6306      0.0117      0.0090       0.295       3.101       1.412              
        51.3        0.50      0.5276      0.0079      0.0075       0.246       2.580       0.947              
        53.2        0.52      0.3445      0.0039      0.0059       0.195       2.051       0.474              
        55.1        0.54     -0.0055      0.0000      0.0044       0.146       1.532      -0.005              
                                                                                                              
                                                                                                              
                                                                                                              
