                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0839      0.0284       0.004       0.273       0.281              
         0.3        0.02      0.0540      0.0822      0.0285       0.004       0.273       0.275              
         0.6        0.04      0.1055      0.0805      0.0286       0.004       0.274       0.269              
         1.0        0.06      0.1545      0.0786      0.0286       0.004       0.274       0.263              
         1.3        0.07      0.2008      0.0766      0.0286       0.004       0.274       0.256              
         1.6        0.09      0.2445      0.0745      0.0286       0.004       0.274       0.249              
         1.9        0.11      0.2855      0.0724      0.0285       0.004       0.273       0.242              
         2.2        0.13      0.3239      0.0701      0.0284       0.004       0.272       0.235              
         2.6        0.15      0.3596      0.0678      0.0283       0.004       0.271       0.227              
         2.9        0.17      0.3926      0.0653      0.0281       0.004       0.269       0.219              
         3.2        0.19      0.4231      0.0628      0.0278       0.004       0.267       0.210              
         3.5        0.21      0.4511      0.0603      0.0275       0.004       0.264       0.202              
         3.8        0.22      0.4766      0.0576      0.0272       0.004       0.260       0.193              
         4.2        0.24      0.4997      0.0549      0.0267       0.004       0.256       0.183              
         4.5        0.26      0.5205      0.0520      0.0262       0.004       0.251       0.174              
         4.8        0.28      0.5390      0.0491      0.0256       0.004       0.246       0.164              
         5.1        0.30      0.5552      0.0462      0.0249       0.004       0.239       0.154              
         5.4        0.32      0.5692      0.0431      0.0241       0.004       0.231       0.144              
         5.7        0.34      0.5811      0.0400      0.0232       0.004       0.222       0.134              
         6.1        0.36      0.5904      0.0367      0.0221       0.003       0.212       0.123              
         6.4        0.37      0.5967      0.0334      0.0210       0.003       0.201       0.112              
         6.7        0.39      0.5993      0.0300      0.0197       0.003       0.188       0.100              
         7.0        0.41      0.5971      0.0264      0.0183       0.003       0.175       0.088              
         7.3        0.43      0.5886      0.0229      0.0168       0.003       0.160       0.077              
         7.7        0.45      0.5709      0.0193      0.0152       0.002       0.145       0.064              
         8.0        0.47      0.5388      0.0155      0.0135       0.002       0.129       0.052              
         8.3        0.49      0.4855      0.0118      0.0118       0.002       0.113       0.039              
         8.6        0.51      0.3981      0.0079      0.0100       0.002       0.096       0.026              
         8.9        0.52      0.2528      0.0040      0.0083       0.001       0.079       0.013              
         9.3        0.54     -0.0002      0.0000      0.0065       0.001       0.062       0.000              
                                                                                                              
                                                                                                              
                                                                                                              
