                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0910      0.0283       3.134      21.946      24.647              
         2.9        0.02      0.0587      0.0891      0.0282       3.126      21.893      24.130              
         5.7        0.04      0.1151      0.0871      0.0281       3.115      21.813      23.587              
         8.6        0.06      0.1693      0.0850      0.0280       3.099      21.704      23.018              
        11.4        0.07      0.2214      0.0828      0.0278       3.080      21.565      22.425              
        14.3        0.09      0.2712      0.0805      0.0276       3.055      21.395      21.804              
        17.1        0.11      0.3188      0.0781      0.0273       3.026      21.192      21.158              
        20.0        0.13      0.3642      0.0756      0.0270       2.992      20.955      20.483              
        22.8        0.15      0.4073      0.0730      0.0266       2.953      20.676      19.775              
        25.7        0.17      0.4480      0.0703      0.0262       2.908      20.363      19.045              
        28.5        0.19      0.4866      0.0675      0.0258       2.858      20.012      18.294              
        31.4        0.20      0.5231      0.0647      0.0253       2.801      19.616      17.524              
        34.2        0.22      0.5574      0.0618      0.0247       2.738      19.173      16.733              
        37.1        0.24      0.5896      0.0588      0.0241       2.668      18.684      15.921              
        39.9        0.26      0.6196      0.0557      0.0234       2.591      18.144      15.087              
        42.8        0.28      0.6475      0.0525      0.0226       2.506      17.548      14.231              
        45.6        0.30      0.6732      0.0493      0.0218       2.412      16.891      13.353              
        48.5        0.32      0.6964      0.0460      0.0208       2.310      16.178      12.452              
        51.3        0.33      0.7169      0.0426      0.0199       2.201      15.410      11.530              
        54.2        0.35      0.7342      0.0391      0.0188       2.083      14.584      10.587              
        57.0        0.37      0.7477      0.0355      0.0177       1.956      13.701       9.623              
        59.9        0.39      0.7570      0.0319      0.0164       1.821      12.753       8.637              
        62.7        0.41      0.7609      0.0282      0.0151       1.676      11.735       7.625              
        65.6        0.43      0.7579      0.0243      0.0137       1.521      10.653       6.595              
        68.4        0.45      0.7448      0.0205      0.0123       1.358       9.508       5.543              
        71.3        0.46      0.7157      0.0165      0.0107       1.187       8.312       4.471              
        74.1        0.48      0.6598      0.0125      0.0091       1.011       7.079       3.375              
        77.0        0.50      0.5572      0.0084      0.0075       0.834       5.842       2.265              
        79.8        0.52      0.3689      0.0042      0.0059       0.656       4.594       1.137              
        82.7        0.54     -0.0070     -0.0001      0.0044       0.490       3.431      -0.016              
                                                                                                              
                                                                                                              
                                                                                                              
