                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0890      0.0276       2.144      16.892      19.053              
         2.5        0.02      0.0590      0.0872      0.0275       2.137      16.838      18.653              
         5.1        0.04      0.1158      0.0852      0.0273       2.128      16.768      18.234              
         7.6        0.06      0.1705      0.0831      0.0272       2.117      16.680      17.796              
        10.1        0.07      0.2229      0.0810      0.0270       2.103      16.571      17.337              
        12.7        0.09      0.2731      0.0788      0.0268       2.087      16.442      16.859              
        15.2        0.11      0.3209      0.0764      0.0266       2.068      16.292      16.359              
        17.7        0.13      0.3664      0.0740      0.0263       2.046      16.117      15.838              
        20.3        0.15      0.4095      0.0715      0.0260       2.020      15.911      15.292              
        22.8        0.17      0.4503      0.0688      0.0256       1.990      15.678      14.728              
        25.4        0.19      0.4889      0.0661      0.0251       1.956      15.410      14.146              
        27.9        0.20      0.5254      0.0633      0.0246       1.917      15.106      13.547              
        30.4        0.22      0.5597      0.0604      0.0241       1.874      14.766      12.931              
        33.0        0.24      0.5918      0.0574      0.0235       1.826      14.386      12.295              
        35.5        0.26      0.6216      0.0544      0.0228       1.773      13.971      11.648              
        38.0        0.28      0.6493      0.0513      0.0220       1.715      13.512      10.982              
        40.6        0.30      0.6747      0.0481      0.0212       1.651      13.008      10.298              
        43.1        0.32      0.6975      0.0449      0.0203       1.582      12.461       9.599              
        45.6        0.33      0.7174      0.0415      0.0194       1.507      11.873       8.885              
        48.2        0.35      0.7340      0.0381      0.0183       1.426      11.235       8.149              
        50.7        0.37      0.7469      0.0346      0.0172       1.341      10.561       7.405              
        53.2        0.39      0.7552      0.0310      0.0160       1.249       9.840       6.644              
        55.8        0.41      0.7582      0.0274      0.0148       1.151       9.069       5.868              
        58.3        0.43      0.7542      0.0237      0.0134       1.046       8.238       5.072              
        60.8        0.45      0.7399      0.0199      0.0120       0.936       7.371       4.267              
        63.4        0.46      0.7096      0.0161      0.0105       0.820       6.458       3.441              
        65.9        0.48      0.6539      0.0122      0.0090       0.699       5.510       2.602              
        68.5        0.50      0.5534      0.0082      0.0074       0.576       4.536       1.746              
        71.0        0.52      0.3674      0.0041      0.0058       0.450       3.548       0.874              
        73.5        0.54     -0.0075     -0.0001      0.0042       0.326       2.566      -0.012              
                                                                                                              
                                                                                                              
                                                                                                              
