                                                                                                              
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust             
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)             
         0.0        0.00      0.0000      0.0877      0.0275       1.432      12.896      14.362              
         2.2        0.02      0.0585      0.0858      0.0273       1.421      12.797      14.057              
         4.4        0.04      0.1153      0.0838      0.0271       1.410      12.698      13.738              
         6.7        0.06      0.1700      0.0818      0.0268       1.399      12.596      13.404              
         8.9        0.07      0.2227      0.0797      0.0266       1.387      12.488      13.056              
        11.1        0.09      0.2732      0.0775      0.0264       1.374      12.371      12.692              
        13.3        0.11      0.3214      0.0751      0.0261       1.360      12.244      12.313              
        15.5        0.13      0.3671      0.0727      0.0258       1.344      12.104      11.918              
        17.7        0.15      0.4103      0.0702      0.0255       1.327      11.948      11.505              
        20.0        0.17      0.4511      0.0676      0.0251       1.308      11.774      11.080              
        22.2        0.19      0.4896      0.0650      0.0247       1.286      11.579      10.643              
        24.4        0.20      0.5259      0.0622      0.0242       1.261      11.356      10.192              
        26.6        0.22      0.5599      0.0594      0.0237       1.234      11.108       9.731              
        28.8        0.24      0.5917      0.0565      0.0231       1.203      10.833       9.256              
        31.1        0.26      0.6212      0.0535      0.0224       1.169      10.529       8.771              
        33.3        0.28      0.6485      0.0505      0.0217       1.132      10.189       8.270              
        35.5        0.30      0.6734      0.0473      0.0209       1.090       9.818       7.757              
        37.7        0.32      0.6957      0.0441      0.0201       1.045       9.412       7.232              
        39.9        0.33      0.7150      0.0409      0.0191       0.997       8.975       6.694              
        42.2        0.35      0.7312      0.0375      0.0181       0.944       8.502       6.143              
        44.4        0.37      0.7437      0.0341      0.0170       0.888       7.994       5.581              
        46.6        0.39      0.7517      0.0306      0.0159       0.827       7.450       5.006              
        48.8        0.41      0.7540      0.0270      0.0146       0.763       6.869       4.420              
        51.0        0.43      0.7491      0.0233      0.0133       0.694       6.252       3.823              
        53.2        0.45      0.7330      0.0196      0.0119       0.623       5.605       3.214              
        55.5        0.46      0.7010      0.0158      0.0105       0.547       4.929       2.595              
        57.7        0.48      0.6436      0.0120      0.0090       0.469       4.226       1.964              
        59.9        0.50      0.5403      0.0080      0.0074       0.387       3.484       1.309              
        62.1        0.52      0.3553      0.0040      0.0059       0.305       2.750       0.655              
        64.3        0.54     -0.0068     -0.0001      0.0043       0.225       2.026      -0.009              
                                                                                                              
                                                                                                              
                                                                                                              
