0.0503758443071	0.063	375.805095883	
0.100751688614	0.253	301.837108757	
0.151127532921	0.569	188.565343525	
0.201503377228	1.015	144.158039426	
0.251879221536	1.591	118.632124514	
0.302255065843	2.302	102.476111197	
0.35263091015	3.158	87.6184933775	
0.403006754457	4.164	76.1930284963	
0.453382598764	5.328	67.051421568	
0.503758443071	6.661	59.7502743448	
0.554134287378	8.184	53.8245551304	
0.604510131685	9.911	48.7794581342	
0.654885975993	11.861	44.9795077879	
0.705211444455	14.092	41.9466258846	
0.755637664607	17.006	38.251702582	
0.806013508914	20.633	30.3524417958	
