0.0542509092538	0.12	357.909615127	
0.108501818508	0.479	219.793212366	
0.162752727761	1.078	149.545180274	
0.217003637015	1.921	116.929314738	
0.271254546269	3.035	84.9965322308	
0.325505455523	4.431	63.8445050172	
0.379756364777	6.118	50.1302890418	
0.434007274031	8.116	40.6492364451	
0.488258183284	10.378	36.351399352	
0.542509092538	12.894	35.4936669547	
0.596760001792	15.765	35.0636656878	
0.651010911046	19.07	35.0880956224	
0.7052618203	22.859	31.9114435298	
0.759458478644	26.564	27.2265493019	
0.813763638807	30.331	23.1367360111	
0.868014548061	34.096	16.8033793751	
