0.0620010391472	0.187	371.828322382	
0.124002078294	0.75	213.041437575	
0.186003117442	1.688	148.076330964	
0.248004156589	3.017	111.091904201	
0.310005195736	4.761	86.5857559765	
0.372006234883	6.935	70.2349513555	
0.434007274031	9.564	58.6942311226	
0.496008313178	12.622	52.6151311685	
0.558009352325	16.175	48.0510294213	
0.620010391472	20.301	44.3747593544	
0.682011430619	25.178	40.5154585454	
0.744012469767	31.242	36.236347773	
0.806013508914	39.006	29.1721465389	
0.867952547022	44.584	25.0235890742	
